**Staff ITEM LIST   
||Name|Rank|P-ATK|M-ATK|LEVEL|ID|h
||CENTER:|CENTER:|CENTER:|CENTER:|c
|[Release of Fortune[リリースオブフォーチュン]]|9|758|986|ソーサラー(Lv45～)|319
|[Flight Lazurine[フライトラズリーン]]|9|772|1000|ソーサラー(Lv45～)|321
|[Ruthless Enforcer[ルズレスエンフォーサー]]|10|812|1043|ソーサラー(Lv47～)|324
|[Sign of Menace[サインオブメナス]]|10|883|1117|ソーサラー(Lv49～)|326
|[Grace of Apollo[グレイスオブアポロ]]|11|940|1192|ソーサラー(Lv51～)|1935
|[Archistaff of the Evil Eye[邪眼の大杖]]|11|983|1224|ソーサラー(Lv53～)|1940
|[Début de la Vie[デビュデラヴィ]]|11|1043|1240|ソーサラー(Lv55～)|1941
|[Archistaff of the Liberator[解放者の錫杖]]|11|1043|1286|ソーサラー(Lv55～)|1944
|[Abyss Dweller[アビスドゥエラー]]|11|1058|1302|ソーサラー(Lv55～)|2960
|[[バーベチュアルダーク]]|12|1065|1326|ソーサラー(Lv56～)|
|[Raison D'être[レゾンデートル]]|12|1173|1374|ソーサラー(Lv58～)|330
|[Papillon Rêve[パピヨンレーヴ]]|12|1188|1440|ソーサラー(Lv60～)|333
|[Philosophia[フィロソフィア]]|12|1188|1440|ソーサラー(Lv60～)|327
|[Victory's Herald[ヴィクトリーズヘラルド]]|12|1220|1472|ソーサラー(Lv60～)|334
|[True Idealise[真・イデアライズ]]|12|1188|1440|ソーサラー(Lv40～)|11637
|[True Flight Lazurine[真・フライトラズリーン]]|12|1188|1440|ソーサラー(Lv45～)|11642
|[Pioneer's Guide Wand[先人のガイドワンズ]]|12|1124|1376|ソーサラー(Lv55～)|11464
|[Spectral Ivy[スペクトラルイヴィ]]|15|1300|1555|ソーサラー(Lv62～)|12451
|[Decayed Evil Eye[ディケイドイビルアイ]]|20|1390|1650|ソーサラー(Lv65～)|12456
|[Wand of Zeal[ワンズオブジール]]|20|1390|1650|ソーサラー(Lv65～)|12461
|[Thyella[テュエッラ]]|25|1407|1666|ソーサラー(Lv65～)|12466
|[White Wings[ホワイトウイングス]]|30|1440|1699|ソーサラー(Lv65～)|12471
|[Crying Goddess[クライングゴッデス]]|30|1508|1770|ソーサラー(Lv67～)|12481
|[New Moon[ニュームーン]]|35|1603|1870|ソーサラー(Lv70～)|12486
|[Loathsome Sign[ロースサムサイン]]|35|1603|1870|ソーサラー(Lv70～)|12491
|[Wand of Tyrant[ワンズオブタイラント]]|40|1620|1887|ソーサラー(Lv70～)|12496
|[Ataraxia[アタラクシア]]|45|1654|1921|ソーサラー(Lv70～)|12501
|[Wand of Tribe[ワンズオブトライブ]]|45|1725|1995|ソーサラー(Lv72～)|14687
|[Zone of Liberty[ゾーンオブリバティ]]|50|1760|2035|ソーサラー(Lv75～)|14692
|[Divergence[ディヴァージェンス]]|50|1760|2035|ソーサラー(Lv75～)|14697
|[Phindymian Wand[フィンダミアワンズ]]|55|1830|2105|ソーサラー(Lv75～)|14702
|[Verdant Ruin[ヴァーダントルイン]]|60|1879|2154|ソーサラー(Lv75～)|14707
|[Warping Soul[ワーピングソウル]]|60|1936|2214|ソーサラー(Lv77～)|14712
|[Fixed Heart[フィックスドハート]]|65|1987|2270|ソーサラー(Lv80～)|14717
|[Authority of Corona[アソリティオブコロナ]]|65|1987|2270|ソーサラー(Lv80～)|14722
|[Black Scourge[ブラックスコージ]]|70|2059|2342|ソーサラー(Lv80～)|14727
|[Sanctorum[セントゥラム]]|75|2113|2396|ソーサラー(Lv80～)|14732
|[Nobility's Wand[ノビリティワンズ]]|80|2099|2382|ソーサラー(Lv80～)|17541
|[Tucana Wand[トゥカナワンズ]]|85|2204|2491|ソーサラー(Lv83～)|17546
|[Mahasti[マハスティ]]|90|2275|2565|ソーサラー(Lv85～)|17551
|[Hvare-Khshaeta[フワル・フシャエータ]]|90|2344|2635|ソーサラー(Lv85～)|18715
|[Sphene Wand of Resentment[怨嗟のスフェーンワンズ]]|90|2339|2630|ソーサラー(Lv85～)|18111
|[Wand of Ejderha[ワンズオブエジデルハ]]|95|2448|2744|ソーサラー(Lv88～)|18116
|[Delbar Wand[デルバルワンズ]]|98|2522|2820|ソーサラー(Lv90～)|18121
|[Magicka Shapur[マギカシャープール]]|100|2596|2894|ソーサラー(Lv90～)|19728
|[Red Dawn's Steel Wand[暁紅のスティールワンズ]]|100|2589|2887|ソーサラー(Lv90～)|19979
|[Wand of Vermilion[ワンズオブヴァーミリオン]]|105|2703|3006|ソーサラー(Lv93～)|19984
|[Garip's Wand[ギャリープワンズ]]|108|2780|3086|ソーサラー(Lv95～)|19989
|[[ワンズオブラメール]]|110|2853|3159|ソーサラー(Lv95～)|19994
|[[ワンズオブアルトゥーラ]]|110|2848|3155|ソーサラー(Lv95～)|
|[Rousing Schlucht Wand[奮起のシュルフトワンズ]]|115|2968|3279|ソーサラー(Lv98～)|20350
|[Sagesse Wand[サジェスワンズ]]|118|3048|3362|ソーサラー(Lv100～)|20355
|[Désastre[デザストル]]|120|3124|3438|ソーサラー(Lv100～)|20360
|[[精霊の大杖]]|130|3184|3498|ソーサラー(Lv100～)|24015
|[[炎王の大杖]]|130|3184|3498|ソーサラー(Lv100～)|24020
|[[白翼の大杖]]|130|3184|3498|ソーサラー(Lv100～)|24025
|[[黄金の大杖]]|130|3184|3498|ソーサラー(Lv100～)|24030
|[[黒砕の大杖]]|135|3316|3630|ソーサラー(Lv100～)|24035
|[[蛮勇のマジックワンズ]]|140|3431|3753|ソーサラー(Lv105～)|25179
|[[孤高のマジックワンズ]]|145|3679|4009|ソーサラー(Lv110～)|25184

**Gatcha
|[Twin Wisdom of Sparks[閃光のツインウィズダム]]|7|255|444|ソーサラー(Lv15～)|10406
|[Mark of the Wicked Leraje Cane[邪印のレラジェケーン]]|7|328|525|ソーサラー(Lv15～)|10411
|[Dragon's Wand[ドラゴンズワンズ]]|11|187|368|ソーサラー(Lv1～)|10401
|[Twin Wisdom of Warding Evil[退魔のツインウィズダム]]|11|1008|1252|ソーサラー(Lv45～)|12792
|[Alchemy Annihilator[アルケミーアニヒレイター]]|12|187|368|ソーサラー(Lv1～)|11713
|[Salvation Wand[サルヴェーションワンズ]]|16|255|444|ソーサラー(Lv1～)|14139
|[Thought Wand of Heroes[豪傑のソートワンズ]]|25|1440|1699|ソーサラー(Lv55～)|14144
|[Obsidian Wand[オブシディアンワンズ]]|31|328|525|ソーサラー(Lv1～)|14145
|[Heart Wand of Legacy[遺宝のハートワンズ]]|40|1654|1921|ソーサラー(Lv60～)|14150
|[Arisen's Annihilator[アリズンズアニヒレイター]]|45|375|576|ソーサラー(Lv1～)|15883
|[Roaring Blaze Scale Wand[猛炎のスケイルワンズ]]|55|1857|2131|ソーサラー(Lv70～)|16518
|[Melty Wand[メルティ・ワンズ]]|45|1473|1732|ソーサラー(Lv1～)|16784
|[Sincere Wand[シンシアー・ワンズ]]|45|1473|1732|ソーサラー(Lv1～)|16785
|[Wand of Radiance[ワンズオブラディアンス]]|60|423|628|ソーサラー(Lv1～)|15888
|[Tyrant Wand of Torn Light[破光のタイラントワンズ]]|70|2086|2369|ソーサラー(Lv75～)|16519
|[Blue Storm Mithril Wand[蒼嵐のミスリルワンズ]]|80|2140|2423|ソーサラー(Lv1～)|19395
|[Wand of Vanguard[ワンズオブバンガード]]|83|2228|2516|ソーサラー(Lv1～)|19405
|[Supreme Ruler's Arabesque Wand[覇王のアラベスクワンズ]]|86|2275|2565|ソーサラー(Lv80～)|19415
|[Ablaze Druid Wand[アブレイズドルイドワンズ]]|88|2338|2628|ソーサラー(Lv80～)|19425
|[Adamas Military Expedition Wand[征戦のアダマスワンズ]]|90|2438|2734|ソーサラー(Lv1～)|19733
|[Wand of Agitator[ワンズオブアジテイター]]|93|2474|2770|ソーサラー(Lv1～)|19734
|[Holy Night's Boot Wand[聖夜のブーツワンズ]]|25|1225|1225|ソーサラー(Lv1～)|19588
|[Ainz Ooal Gown[アインズ・ウール・ゴウン]]|94|2504|2801|[[ソーサラー]](Lv1～)|21187
|└[Ainz Ooal Gown+[アインズ・ウール・ゴウン・改]]|115|3036|3349|[[ソーサラー]](Lv1～)|23544
|[[七尾の蛇と黄金の杖]]|94|2448|2744|[[ソーサラー]](Lv1～)|19593
|[Druid Wand of Serpent Wings[蛇翼のドルイドワンズ]]|96|2522|2820|[[ソーサラー]](Lv85～)|19435
|[Wand of Strife[ワンズオブストライフ]]|98|2587|2885|[[ソーサラー]](Lv85～)|19445
|[Intellect's Weise Wand[識者のヴァイゼワンズ]]|102|2664|2966|ソーサラー(Lv1～)|19999
|[Wand of Kenntnis[ワンズオブケントニス]]|105|2730|3033|ソーサラー(Lv1～)|20000
|[Magias Wand of Glowing Embers[熾火のマギアワンズ]]|106|2780|3086|ソーサラー(Lv90～)|20001
|[Wand of Altesch[ワンズオブアルテッシュ]]|108|2846|3153|ソーサラー(Lv90～)|20002
|[Olga's Staff[オルガの杖]]|110|2877|3183|ソーサラー(Lv1～)|21783
|[Honnête Wand of Purity[純真のオネットワンズ]]|112|2928|3237|ソーサラー(Lv1～)|20369
|[Wand of Fedeltà[ワンズオブフェデルタ]]|115|2995|3307|ソーサラー(Lv1～)|20370
|[[聖戦のスフィダンテワンズ]]|115|3048|3362|ソーサラー(Lv95～)|20371
|[Wand of Vainqueur[ワンズオブヴァンクール]]|118|3117|3431|ソーサラー(Lv95～)|20372
|[Wand of Kraken[ワンズオブクラーケン]]|130|3184|3498|ソーサラー(Lv1〜)|25004
|[[失われし大陸のローバーワンズ]]|130|3184|3498|ソーサラー(Lv1〜)|24040
|[[凍てつきし氷晶のエルガーワンズ]]|135|3248|3400|[[ソーサラー]](Lv1〜)|24042
|[Wand of Ice Age[ワンズオブアイスエイジ]]|135|3342|3656|[[ソーサラー]](Lv1〜)|25006
|[Wand of Guardian[ワンズオブガーディアン]]|140|3451|3773|[[ソーサラー]](Lv1〜)|25588

**Event/Special
|[Olfring Wand (Heaven)[オーフリングワンズ【天】]]|4|255|444|ソーサラー(Lv1～)|12516
|[Olfring Wand (Blue)[オーフリングワンズ【蒼】]]|9|743|971|ソーサラー(Lv10～)|12521
|[Olfring Wand (Earth)[オーフリングワンズ【地】]]|11|||ソーサラー(Lv1～)|12515
|[Marquis Wand[ワンズオブマーキス]]||255|444|ソーサラー(Lv1～)|11561
|[Crimson Wand[クリムゾンワンズ＋3]]|75|2113|2396|ソーサラー(Lv80～)|19192
|[Black Venom Wand[ブラックヴェノムワンズ]]|45|1654|1921|ソーサラー(Lv1～)|18565

**Rusted
|[Rusted Archistaff[錆びた大杖]]|1|23|181|ソーサラー(Lv1～)|15873
|┗ [Polished Wand[ポリッシュドワンズ]]|20|1423|1683|ソーサラー(Lv1～)|15878
|[Conspicuous Rusted Archistaff[異彩を放つ錆びた大杖＋1]]|1|||ソーサラー(Lv1～)|17019
|┗ [Road to Hades[ロードトゥハデス＋1]]|50|1795|2070|ソーサラー(Lv1～)|17025
|[Conspicuous Rusted Archistaff[異彩を放つ錆びた大杖＋2]]|1|23|181|ソーサラー(Lv1～)|17031
|┗ [Road to Hades[ロードトゥハデス＋2]]|55|1865|2140|ソーサラー(Lv1～)|17036
|[Conspicuous Rusted Archistaff[異彩を放つ錆びた大杖＋3]]|1|23|181|ソーサラー(Lv1～)|17022
|┗ [Road to Hades[ロードトゥハデス＋3]]|60|1914|2189|ソーサラー(Lv1～)|17037
|　┗ [True Road to Hades[真・ロードトゥハデス＋3]]|90|2347|2638|ソーサラー(Lv1～)|19078
