**{NAME HERE} ITEM LIST   
||Name|Rank|P-DEF|M-DEF|LEVEL|ID|h
||CENTER:|CENTER:|CENTER:|CENTER:|c
|[Magician's Coat[マジシャンコート]]|3|51|46|プリースト、ソーサラー、エレメントアーチャー(Lv11～)|8248
|[Jongleur's Wrap[ジョングルーラー]]|3|59|52|プリースト、ソーサラー、エレメントアーチャー(Lv13～)|5141
|[Dalmatica[ダルマティカ]]|4|70|63|プリースト、ソーサラー、エレメントアーチャー(Lv16～)|5142
|[Wonder Coat[ワンダーコート]]|4|78|70|プリースト、ソーサラー、エレメントアーチャー(Lv18～)|8253
|[Sacred Robe[セイクリッドローブ]]|4|87|77|プリースト、ソーサラー、エレメントアーチャー(Lv20～)|5438
|[Shaman's Robe[シャーマンローブ]]|5|95|84|プリースト、ソーサラー、エレメントアーチャー(Lv22～)|5439
|[Ocean Robe[オーシャンローブ]]|5|104|92|プリースト、ソーサラー、エレメントアーチャー(Lv24～)|759
|[Sorcerer's Coat[ソーサラーコート]]|6|113|100|プリースト、ソーサラー、エレメントアーチャー(Lv26～)|761
|[Combat Robe[コンバットローブ]]|6|122|108|プリースト、ソーサラー、エレメントアーチャー(Lv28～)|762
|[Bellwether Robe[ベルウェザーローブ]]|6|131|117|プリースト、ソーサラー、エレメントアーチャー(Lv30～)|763
|[Elder's Robe[エルダーズローブ]]|7|141|125|プリースト、ソーサラー、エレメントアーチャー(Lv32～)|764
|[Senior's Coat[シニアコート]]|8|151|134|プリースト、ソーサラー、エレメントアーチャー(Lv34～)|765
|[Wizard's Robe[ウィザードローブ]]|8|161|143|プリースト、ソーサラー、エレメントアーチャー(Lv36～)|766
|[Precious Robe[プレシャスローブ]]|8|171|152|プリースト、ソーサラー、エレメントアーチャー(Lv38～)|767
|[Wyrm's Idea[ウィルムズイデア]]|8|182|161|プリースト、ソーサラー、エレメントアーチャー(Lv40～)|2372
|[Tide Robe[タイドローブ]]|9|177|157|プリースト、ソーサラー、エレメントアーチャー(Lv41～)|2380
|[Divine Robe[ディバインローブ]]|9|206|183|プリースト、ソーサラー、エレメントアーチャー(Lv43～)|2381
|[Adept's Robe[アデプトローブ]]|9|230|204|プリースト、ソーサラー、エレメントアーチャー(Lv45～)|2382
|[Astonish Robe[アストニッシュローブ]]|9|239|212|プリースト、ソーサラー、エレメントアーチャー(Lv45～)|2389
|[Archmage's Robe[アークメイジローブ]]|10|240|213|プリースト、ソーサラー、エレメントアーチャー(Lv46～)|10421
|[Witchcraft Robe[ウィッチクラフトローブ]]|10|271|240|プリースト、ソーサラー、エレメントアーチャー(Lv49～)|5455
|[Delusions Robe[デリュージョンズローブ]]|11|294|261|プリースト、ソーサラー、エレメントアーチャー(Lv52～)|772
|[Trench Robe[トレンチローブ]]|11|313|278|プリースト、ソーサラー、エレメントアーチャー(Lv55～)|778
|[Dieudo Robe[デュードローブ]]|11|322|286|プリースト、ソーサラー、エレメントアーチャー(Lv55～)|773
|[Hermit Robe[ハーミットローブ]]|12|324|288|プリースト、ソーサラー、エレメントアーチャー(Lv56～)|8263
|[Infinity Coat[インフィニティコート]]|12|346|308|プリースト、ソーサラー、エレメントアーチャー(Lv58～)|782
|[Ancient Robe[エンシャントローブ]]|12|369|328|プリースト(Lv60～)|775
|[Celestial Robe[セレスチャルローブ]]|12|369|328|ソーサラー(Lv60～)|8258
|[Old Age Coat[オールドエイジコート]]|12|369|328|エレメントアーチャー(Lv60～)|776
|[Amilec Robe[アミレックローブ]]|12|378|336|プリースト(Lv60～)|779
|[Arte Robe[アールローブ]]|12|378|336|ソーサラー(Lv60～)|781
|[Rubedo Coat[ルベドコート]]|12|378|336|エレメントアーチャー(Lv60～)|780
|[[マチュワークスローブ]]|15|381|339|プリースト、ソーサラー、エレメントアーチャー(Lv62～)|
|[Stream Robe[ストリームローブ]]|20|403|358|プリースト、ソーサラー、エレメントアーチャー(Lv65～)|12686
|[Jacket of Integrity[清廉のジャケット]]|25|417|371|プリースト、ソーサラー、エレメントアーチャー(Lv65～)|12691
|[Bishop Robe[ビショップローブ]]|30|427|379|プリースト、ソーサラー、エレメントアーチャー(Lv65～)|12696
|[Morality Robe[モラリティローブ]]|30|442|393|プリースト、ソーサラー、エレメントアーチャー(Lv67～)|12701
|[Faith Robe[フェイスローブ]]|35|465|413|プリースト、ソーサラー、エレメントアーチャー(Lv70～)|771
|[Libertas Robe[リーベルタスローブ]]|40|479|426|プリースト、ソーサラー、エレメントアーチャー(Lv70～)|12706
|[Carrion Breastplate[カーリオンブレスト]]|45|489|435|プリースト、ソーサラー、エレメントアーチャー(Lv70～)|12711
|[Innocent Vestment[イノセントヴェスメント]]|50|524|466|プリースト、ソーサラー、エレメントアーチャー(Lv75～)|15063
|[Crimson Robe[唐紅のローブ]]|55|539|479|プリースト、ソーサラー、エレメントアーチャー(Lv75～)|15068
|[Enhanced Jacket[エンハンスドジャケット]]|60|554|493|プリースト、ソーサラー、エレメントアーチャー(Lv75～)|15073
|[Medium Robe[メディウムローブ]]|60|571|507|プリースト、ソーサラー、エレメントアーチャー(Lv77～)|15043
|[Garrisoner's Coat[防人のコート]]|65|591|526|プリースト、ソーサラー、エレメントアーチャー(Lv80～)|15048
|[Ginkgo-dyed Robe[銀杏染めのローブ]]|70|607|539|プリースト、ソーサラー、エレメントアーチャー(Lv80～)|15053
|[Azure Robe[アズールローブ]]|75|622|553|プリースト、ソーサラー、エレメントアーチャー(Lv80～)|15058
|[Modestly Robe[モデストリーローブ]]|80|620|551|プリースト、ソーサラー、エレメントアーチャー(Lv80～)|17646
|[Duarev Robe[デュアレフローブ]]|85|655|582|プリースト、ソーサラー、エレメントアーチャー(Lv83～)|17651
|[Acrean Coat[アッカリアコート]]|90|683|607|プリースト、ソーサラー、エレメントアーチャー(Lv85～)|17656
|[Magnus Robe[マグナスローブ]]|90|680|604|プリースト、ソーサラー、エレメントアーチャー(Lv85～)|18274
|[Banded Coat of Hope[光明のバンデッドコート]]|95|713|634|プリースト、ソーサラー、エレメントアーチャー(Lv88～)|18279
|[Dools Robe[ドゥールズローブ]]|100|759|675|プリースト、ソーサラー、エレメントアーチャー(Lv90～)|18284
|[Robe of Sacrament[秘蹟のローブ]]|100|756|672|プリースト、ソーサラー、エレメントアーチャー(Lv90～)|20569
|[June Robe[ジューヌローブ]]|105|800|711|プリースト、ソーサラー、エレメントアーチャー(Lv93～)|20574
|[[メヒザフローブ]]|110|825|734|プリースト、ソーサラー、エレメントアーチャー(Lv95～)|20579
|[Miséricorde Robe[ミゼリコルドローブ]]|110|822|731|プリースト、ソーサラー、エレメントアーチャー(Lv95～)|20897
|[Charité Coat[シャリテコート]]|115|853|758|プリースト、ソーサラー、エレメントアーチャー(Lv98～)|20902
|[Redoutable Robe[ルドゥタブルローブ]]|120|885|786|プリースト、ソーサラー、エレメントアーチャー(Lv100～)|20907
|[[精霊の魔道着]]|130|898|798|プリースト、ソーサラー、エレメントアーチャー(Lv100～)|24324
|[[炎王の魔道着]]|130|898|798|プリースト、ソーサラー、エレメントアーチャー(Lv100～)|24329
|[[白翼の魔道着]]|130|898|798|プリースト、ソーサラー、エレメントアーチャー(Lv100～)|24334
|[[黄金の魔道着]]|130|898|798|プリースト、ソーサラー、エレメントアーチャー(Lv100～)|24339
|[[黒砕の魔道着]]|135|911|810|プリースト、ソーサラー、エレメントアーチャー(Lv100～)|24344
|[[蛮勇のマジックローブ]]|140|997|886|プリースト、ソーサラー、エレメントアーチャー(Lv105～)|25361

**Arm
|[Bronze Bangles[ブロンズバングル]]|1|16|13|プリースト、ソーサラー、エレメントアーチャー(Lv3～)|5147
|[Tiger Bangles[タイガーバングル]]|2|22|19|プリースト、ソーサラー、エレメントアーチャー(Lv6～)|5148
|[Rune Bangles[ルーンバングル]]|2|27|22|プリースト、ソーサラー、エレメントアーチャー(Lv8～)|8443
|[Common Bangles[コモンバングル]]|3|34|28|プリースト、ソーサラー、エレメントアーチャー(Lv11～)|8448
|[Magician's Bangles[マジシャンズバングル]]|3|39|32|プリースト、ソーサラー、エレメントアーチャー(Lv13～)|468
|[Aura Bangles[オーラバングル]]|4|47|39|プリースト、ソーサラー、エレメントアーチャー(Lv16～)|469
|[Beast Bangles[ビーストバングル]]|4|52|43|プリースト、ソーサラー、エレメントアーチャー(Lv18～)|8453
|[Sacred Bangles[セイクリッドバングル]]|4|58|48|プリースト、ソーサラー、エレメントアーチャー(Lv20～)|811
|[Sorcery Bangles[ソーサリーバングル]]|5|63|53|プリースト、ソーサラー、エレメントアーチャー(Lv22～)|2424
|[Charm Bangles[チャームバングル]]|5|69|58|プリースト、ソーサラー、エレメントアーチャー(Lv24～)|2425
|[Mystic Bangles[ミスティックバングル]]|6|75|63|プリースト、ソーサラー、エレメントアーチャー(Lv26～)|815
|[Compact Bangles[コンバットバングル]]|6|81|68|プリースト、ソーサラー、エレメントアーチャー(Lv28～)|2428
|[Bellwether Bangles[ベルウェザーバングル]]|6|87|73|プリースト、ソーサラー、エレメントアーチャー(Lv30～)|2429
|[Iron Bangles[アイアンバングル]]|7|94|78|プリースト、ソーサラー、エレメントアーチャー(Lv32～)|2430
|[Roar Bangles[ロアーバングル]]|7|100|84|プリースト、ソーサラー、エレメントアーチャー(Lv34～)|2431
|[Wizard Bangles[ウィザードバングル]]|8|107|89|プリースト、ソーサラー、エレメントアーチャー(Lv36～)|820
|[Precious Bangles[プレシャスバングル]]|8|114|95|プリースト、ソーサラー、エレメントアーチャー(Lv38～)|821
|[Wyrm's Grasp[ウィルムズグラスプ]]|8|121|101|プリースト、ソーサラー、エレメントアーチャー(Lv40～)|2426
|[Victory Bangles[ビクトリーバングル]]|9|118|98|プリースト、ソーサラー、エレメントアーチャー(Lv41～)|2434
|[Crunch Bangles[クランチバングル]]|9|137|114|プリースト、ソーサラー、エレメントアーチャー(Lv43～)|2435
|[Adept Bangles[アデプトバングル]]|9|153|128|プリースト、ソーサラー、エレメントアーチャー(Lv45～)|824
|[Astonish Arms[アストニッシュアーム]]|9|159|132|プリースト、ソーサラー、エレメントアーチャー(Lv45～)|831
|[Niello Bangles[黒金のバングル]]|10|160|133|プリースト、ソーサラー、エレメントアーチャー(Lv46～)|935
|[Hardest Bangles[ハーデストバングル]]|10|180|150|プリースト、ソーサラー、エレメントアーチャー(Lv49～)|828
|[Aeon Bangles[アイオンバングル]]|11|196|163|プリースト、ソーサラー、エレメントアーチャー(Lv52～)|2438
|[Menas Bangles[メナスバングル]]|11|209|174|プリースト、ソーサラー、エレメントアーチャー(Lv55～)|832
|[Dieudo Arms[デュードアーム]]|11|214|179|プリースト、ソーサラー、エレメントアーチャー(Lv55～)|827
|[Agito Bangles[アギトバングル]]|12|216|180|プリースト、ソーサラー、エレメントアーチャー(Lv56～)|8463
|[Mythological Bangles[ミソロジカルバングル]]|12|231|192|プリースト、ソーサラー、エレメントアーチャー(Lv58～)|836
|[Ancient Bangles[エンシャントバングル]]|12|246|205|プリースト(Lv60～)|2441
|[Celestial Bangles[セレスチャルバングル]]|12|246|205|ソーサラー(Lv60～)|8458
|[Old Age Bangles[オールドエイジバングル]]|12|246|205|エレメントアーチャー(Lv60～)|830
|[Amilec Bangles[アミレックバングル]]|12|252|210|プリースト(Lv60～)|833
|[Arte Bangles[アールバングル]]|12|252|210|ソーサラー(Lv60～)|835
|[Rubedo Arms[ルベドアーム]]|12|252|210|エレメントアーチャー(Lv60～)|2446
|[Mature Bangles[マチュアバングル]]|15|254|212|プリースト、ソーサラー、エレメントアーチャー(Lv62～)|837
|[Pride Bangles[プライドバングル]]|20|269|224|プリースト、ソーサラー、エレメントアーチャー(Lv65～)|12823
|[Faith Bangles[信心のバングル]]|25|278|232|プリースト、ソーサラー、エレメントアーチャー(Lv65～)|12828
|[Bishop Gloves[ビショップグローブ]]|25|284|237|プリースト、ソーサラー、エレメントアーチャー(Lv65～)|12833
|[Morality Sleeves[モラリティスリーブ]]|30|294|245|プリースト、ソーサラー、エレメントアーチャー(Lv67～)|12838
|[Faith Bangles[フェイスバングル]]|35|310|258|プリースト、ソーサラー、エレメントアーチャー(Lv70～)|825
|[Libertas Sleeves[リーベルタススリーブ]]|40|319|266|プリースト、ソーサラー、エレメントアーチャー(Lv70～)|12843
|[Carrion Claws[カーリオンクロー]]|45|326|272|プリースト、ソーサラー、エレメントアーチャー(Lv70～)|12848
|[Innocent Covers[イノセントカバー]]|50|349|291|プリースト、ソーサラー、エレメントアーチャー(Lv75～)|15253
|[Red Copper Bangles[赤銅のバングル]]|55|359|299|プリースト、ソーサラー、エレメントアーチャー(Lv75～)|15258
|[Enhanced Bracers[エンハンスドブレイサー]]|60|369|308|プリースト、ソーサラー、エレメントアーチャー(Lv75～)|15263
|[Medium Arms[メディウムアーム]]|60|380|317|プリースト、ソーサラー、エレメントアーチャー(Lv77～)|15268
|[Garrisoner's Bracers[防人のブレイス]]|65|394|328|プリースト、ソーサラー、エレメントアーチャー(Lv80～)|15273
|[Ginkgo-dyed Gloves[銀杏染めの手甲]]|70|404|337|プリースト、ソーサラー、エレメントアーチャー(Lv80～)|15278
|[Azure Arms[アズールアーム]]|75|415|346|プリースト、ソーサラー、エレメントアーチャー(Lv80～)|15283
|[Modestly Arms[モデストリーアーム]]|80|414|348|プリースト、ソーサラー、エレメントアーチャー(Lv80～)|17706
|[Duarev Bangles[デュアレフバングル]]|85|436|364|プリースト、ソーサラー、エレメントアーチャー(Lv83～)|17711
|[Acrean Bangles[アッカリアバングル]]|90|455|380|プリースト、ソーサラー、エレメントアーチャー(Lv85～)|17716
|[Magnus Hands[マグナスハンズ]]|90|453|378|プリースト、ソーサラー、エレメントアーチャー(Lv85～)|18334
|[Bangles of Hope[光明のバングル]]|95|475|396|プリースト、ソーサラー、エレメントアーチャー(Lv88～)|18339
|[Dools Gloves[ドゥールズグラブ]]|100|506|421|プリースト、ソーサラー、エレメントアーチャー(Lv90～)|18344
|[Bangles of Sacrament[秘蹟のバングル]]|100|504|420|プリースト、ソーサラー、エレメントアーチャー(Lv90～)|20584
|[June Bracers[ジューヌブレイサー]]|105|533|444|プリースト、ソーサラー、エレメントアーチャー(Lv93～)|20589
|[[メヒザフガントレット]]|110|550|458|プリースト、ソーサラー、エレメントアーチャー(Lv95～)|20594
|[Miséricorde Bangles[ミゼリコルドバングル]]|110|548|457|プリースト、ソーサラー、エレメントアーチャー(Lv95～)|20912
|[Charité Bangles[シャリテバングル]]|115|568|473|プリースト、ソーサラー、エレメントアーチャー(Lv98～)|20917
|[Redoutable Arms[ルドゥタブルアーム]]|120|590|491|プリースト、ソーサラー、エレメントアーチャー(Lv100～)|20922
|[[精霊の魔道腕]]|130|598|499|プリースト、ソーサラー、エレメントアーチャー(Lv100～)|24349
|[[炎王の魔道腕]]|130|598|499|プリースト、ソーサラー、エレメントアーチャー(Lv100～)|24354
|[[白翼の魔道腕]]|130|598|499|プリースト、ソーサラー、エレメントアーチャー(Lv100～)|24359
|[[黄金の魔道腕]]|130|598|499|プリースト、ソーサラー、エレメントアーチャー(Lv100～)|24364
|[[黒砕の魔道腕]]|135|607|506|プリースト、ソーサラー、エレメントアーチャー(Lv100～)|24369
|[[蛮勇のマジックグラブ]]|140|664|554|プリースト、ソーサラー、エレメントアーチャー(Lv105～)|25366

**Leg
|[Leather Shoes[革のシューズ]]|1|13|10|プリースト、ソーサラー、エレメントアーチャー(Lv3～)|462
|[Neophyte's Boots[術師のブーツ]]|2|19|15|プリースト、ソーサラー、エレメントアーチャー(Lv6～)|463
|[[ディサイブルシューズ]]|2|22|18|プリースト、ソーサラー、エレメントアーチャー(Lv8～)|
|[Sky Blue Waistguard[碧落の腰巻]]|3|28|23|プリースト、ソーサラー、エレメントアーチャー(Lv11～)|8348
|[Grass-Green Shoes[草緑のシューズ]]|3|32|26|プリースト、ソーサラー、エレメントアーチャー(Lv13～)|464
|[Sagacity Shoes[サガシティシューズ]]|4|39|31|プリースト、ソーサラー、エレメントアーチャー(Lv16～)|465
|[Nostalgia Waistguard[郷愁の腰巻]]|4|43|35|プリースト、ソーサラー、エレメントアーチャー(Lv18～)|8353
|[Sacred Greaves[セイクリッドグリーブ]]|4|48|38|プリースト、ソーサラー、エレメントアーチャー(Lv20～)|784
|[Prayer Breeches[祈祷の腰布]]|5|53|42|プリースト、ソーサラー、エレメントアーチャー(Lv22～)|785
|[Prodigy's Shoes[プロディジーシューズ]]|5|58|46|プリースト、ソーサラー、エレメントアーチャー(Lv24～)|786
|[Pleats of Sorcery[魔道のプリーツ]]|6|63|50|プリースト、ソーサラー、エレメントアーチャー(Lv26～)|788
|[Faithful Waistguard[帰依の腰布]]|6|68|54|プリースト、ソーサラー、エレメントアーチャー(Lv28～)|789
|[Bellwether Greaves[ベルウェザーグリーブ]]|6|73|58|プリースト、ソーサラー、エレメントアーチャー(Lv30～)|790
|[Elder's Boots[エルダーズブーツ]]|7|78|62|プリースト、ソーサラー、エレメントアーチャー(Lv32～)|791
|[Newcomer's Waistguard[到達者の腰巻]]|7|84|67|プリースト、ソーサラー、エレメントアーチャー(Lv34～)|792
|[[宵闇のブリーツ]]|8|89|71|プリースト、ソーサラー、エレメントアーチャー(Lv36～)|
|[Precious Boots[プレシャスブーツ]]|8|95|76|プリースト、ソーサラー、エレメントアーチャー(Lv38～)|794
|[Wyrm's Scheme[ウィルムズスキーム]]|8|101|80|プリースト、ソーサラー、エレメントアーチャー(Lv40～)|2399
|[Paradise Waistcloth[楽土の腰布]]|9|98|78|プリースト、ソーサラー、エレメントアーチャー(Lv41～)|795
|[Domination Boots[ドミネーションブーツ]]|9|114|91|プリースト、ソーサラー、エレメントアーチャー(Lv43～)|796
|[Demon's Greaves[妖鬼のグリーブ]]|9|128|102|プリースト、ソーサラー、エレメントアーチャー(Lv45～)|797
|[Astonish Boots[アストニッシュブーツ]]|9|132|106|プリースト、ソーサラー、エレメントアーチャー(Lv45～)|804
|[Gold Raptor[ゴールドラプター]]|10|133|106|プリースト、ソーサラー、エレメントアーチャー(Lv46～)|10528
|[Equinox Waistguard[彼岸の腰巻]]|10|150|120|プリースト、ソーサラー、エレメントアーチャー(Lv49～)|801
|[Pleats of Revival[回帰のプリーツ]]|11|162|130|プリースト、ソーサラー、エレメントアーチャー(Lv52～)|799
|[Truth Waistguard[真理の腰巻]]|11|174|139|プリースト、ソーサラー、エレメントアーチャー(Lv55～)|805
|[Gallant Boots[ギャラントブーツ]]|11|179|143|プリースト、ソーサラー、エレメントアーチャー(Lv55～)|2412
|[Breechcloth of Reminiscence[追憶の腰布]]|12|180|144|プリースト、ソーサラー、エレメントアーチャー(Lv56～)|8363
|[High Wizard Boots[ハイウィザードブーツ]]|12|192|154|プリースト、ソーサラー、エレメントアーチャー(Lv58～)|809
|[Ancient Boots[エンシャントブーツ]]|12|205|164|プリースト(Lv60～)|2414
|[Celestial Boots[セレスチャルブーツ]]|12|205|164|ソーサラー(Lv60～)|8358
|[Old Age Shoes[オールドエイジシューズ]]|12|205|164|エレメントアーチャー(Lv60～)|803
|[Amilec Boots[アミレックブーツ]]|12|210|168|プリースト(Lv60～)|807
|[Arte Sandals[アールサンダル]]|12|210|168|ソーサラー(Lv60～)|808
|[Rubedo Shoes[ルベドシューズ]]|12|210|168|エレメントアーチャー(Lv60～)|2418
|[Pleats of Infinity[無辺のプリーツ]]|15|212|169|プリースト、ソーサラー、エレメントアーチャー(Lv62～)|810
|[Serpent Sandals[大蛇のサンダル]]|20|224|179|プリースト、ソーサラー、エレメントアーチャー(Lv65～)|12943
