**{NAME HERE} ITEM LIST   
||Name|Rank|P-DEF|M-DEF|LEVEL|ID|h
||CENTER:|CENTER:|CENTER:|CENTER:|c
|[Aura Poleyn[アウラポレイン]]|90|378|302|ハンター、シーカー、スピリットランサー(Lv85～)|18424
|[Niloufar Bottoms[ニルーファルボトム]]|95|396|317|ハンター、シーカー、スピリットランサー(Lv88～)|18429
|[Dools Greaves[ドゥールズグリーブ]]|100|421|337|ハンター、シーカー、スピリットランサー(Lv90～)|18434
|[Capable Boots[ケイパブルブーツ]]|100|420|336|ハンター、シーカー、スピリットランサー(Lv90～)|20539
|[Cuivre Legs[クィーブルレッグス]]|105|444|355|ハンター、シーカー、スピリットランサー(Lv93～)|20544
|[[メヒザフバンデッド]]|110|458|367|ハンター、シーカー、スピリットランサー(Lv95～)|20549
|[Hardy Bottoms[アルディボトム]]|110|457|365|ハンター、シーカー、スピリットランサー(Lv95～)|20867
|[Taciturne Cuisses[タシチュルヌキュイス]]|115|473|379|ハンター、シーカー、スピリットランサー(Lv98～)|20872
|[Mission Greaves[ミシオングリーブ]]|120|491|393|ハンター、シーカー、スピリットランサー(Lv100～)|20877
|[[精霊の軽装脚]]|130|499|399|ハンター、シーカー、スピリットランサー(Lv100～)|24274
|[[炎王の軽装脚]]|130|499|399|ハンター、シーカー、スピリットランサー(Lv100～)|24279
|[[白翼の軽装脚]]|130|499|399|ハンター、シーカー、スピリットランサー(Lv100～)|24284
|[[黄金の軽装脚]]|130|499|399|ハンター、シーカー、スピリットランサー(Lv100～)|24289
|[[黒砕の軽装脚]]|135|506|405|ハンター、シーカー、スピリットランサー(Lv100～)|24294
|[[蛮勇のスナイプレッグス]]|140|554|443|ハンター、シーカー、スピリットランサー(Lv105～)|25311
