**Dagger ITEM LIST   
||Name|Rank|P-ATK|M-ATK|LEVEL|ID|h
||CENTER:|CENTER:|CENTER:|CENTER:|c
|[Daggers of Altesch[ダガーオブアルテッシュ]]|108|2889|2692|シーカー(Lv90～)|19882
|[Honnête Daggers of Purity[純真のオネットダガー]]|112|2971|2772|シーカー(Lv1～)|20237
|[Daggers of Fedeltà[ダガーオブフェデルタ]]|115|3039|2838|シーカー(Lv1～)|20238
|[[聖戦のスフィダンテダガー]]|116|3092|2890|シーカー(Lv95～)|20239
|[Crow of Vainqueur[クロウオブヴァンクール]]|118|3161|2959|シーカー(Lv95～)|20240
|[Daggers of Kraken[ダガーオブクラーケン]]|130|3228|3026|シーカー(Lv1〜)|24989
|[[失われし大陸のローバーダガー]]|130|3228|3026|シーカー(Lv1〜)|23898
|[[凍てつきし氷晶のエルガーダガー]]|135|3360|3158|[[シーカー]](Lv1〜)|23900
|[Daggers of Ice Age[ダガーオブアイスエイジ]]|135|3386|3184|[[シーカー]](Lv1〜)|24991
|[Daggers of Guardian[ダガーオブガーディアン]]|140|3496|3289|[[シーカー]](Lv1〜)|25583
|[[城塞近衛兵の剛短剣]]|145|3747|3534|[[シーカー]](Lv1〜)|25596

**Event/Special
|[Blade of Insight (Red)[ブレイドオブインサイト【紅】]]|5|89|0|シーカー(Lv1～)|11332
|[Olfring Daggers (Blue)[オーフリングダガー【蒼】]]|11|1061|905|シーカー(Lv10～)|12156
|[Olfring Daggers (Black)[オーフリングダガー【玄】]]||212|96|シーカー(Lv1～)|12141
|[Olfring Daggers (Earth)[オーフリングダガー【地】]]|12|212|96|シーカー(Lv1～)|12146
|[Marquis Daggers[ダガーオブマーキス]]||282|160|シーカー(Lv1～)|11536
|[Crimson Daggers[クリムゾンダガー＋3]]|75|2153|1971|シーカー(Lv80～)|19167
|[Black Venom Daggers[ブラックヴェノムダガー]]|45|1691|1519|シーカー(Lv1～)|18540
|[Olfring Daggers (Star)[オーフリングダガー【星】]]|86|2371|2184|シーカー(Lv1～)|21731

**Rusted
|[Rusted Daggers[錆びたダガー]]|1|45|0|シーカー(Lv1～)|15773
|┗ [Polished Daggers[ポリッシュドダガー]]|20|1460|1293|シーカー(Lv1～)|15778
|[Conspicuous Rusted Daggers[異彩を放つ錆びたダガー＋1]]|1|45|0|シーカー(Lv1～)|16557
|┗ [Dark Parazonium[ダークパラゾニウム＋1]]|50|1834|1657|シーカー(Lv1～)|16562
|　┗ [True Dark Parazonium[真・ダークパラゾニウム＋1]]|80|2183|2001|シーカー(Lv1～)|18965
|[Conspicuous Rusted Daggers[異彩を放つ錆びたダガー＋2]]|1|45|0|シーカー(Lv1～)|16556
|┗ [Dark Parazonium[ダークパラゾニウム＋2]]|55|1904|1727|シーカー(Lv1～)|16563
|[Conspicuous Rusted Daggers[異彩を放つ錆びたダガー＋3]]|3|45|0|シーカー(Lv1～)|16922
|┗ [Dark Parazonium[ダークパラゾニウム＋3]]|60|2054|1776|シーカー(Lv1～)|16927
