**{NAME HERE} ITEM LIST   
||Name|Rank|P-DEF|M-DEF|LEVEL|ID|h
||CENTER:|CENTER:|CENTER:|CENTER:|c
|[Guardian Coat[ガーディアンコート]]|6|131|117|シールドセージ、アルケミスト、ハイセプター(Lv30～)|870
|[Advance Coat[アドバンスコート]]|7|141|125|シールドセージ、アルケミスト、ハイセプター(Lv32～)|871
|[Resolver Clothes[リゾルバークロス]]|8|151|134|シールドセージ、アルケミスト、ハイセプター(Lv34～)|872
|[Tracer's Jacket[トレイサーズジャケット]]|8|161|143|シールドセージ、アルケミスト、ハイセプター(Lv36～)|873
|[Tactician's Coat[タクティシャンコート]]|8|171|152|シールドセージ、アルケミスト、ハイセプター(Lv38～)|874
|[Ddraig Goch Pectus[ドライグペクタス]]|8|182|161|シールドセージ、アルケミスト、ハイセプター(Lv40～)|3502
|[Trooper's Coat[トルーパーズコート]]|9|177|157|シールドセージ、アルケミスト、ハイセプター(Lv41～)|3510
|[Triumph Jacket[トライアンフジャケット]]|9|206|183|シールドセージ、アルケミスト、ハイセプター(Lv43～)|3511
|[Enforcer's Coat[エンフォーサーズコート]]|9|230|204|シールドセージ、アルケミスト、ハイセプター(Lv45～)|877
|[Virtue Clothes[デュミナスクロス]]|9|239|212|シールドセージ、アルケミスト、ハイセプター(Lv45～)|884
|[Bravery Coat[ブレイブリーコート]]|10|240|213|シールドセージ、アルケミスト、ハイセプター(Lv46～)|8283
|[Throne's Jacket[スローンズジャケット]]|10|271|240|シールドセージ、アルケミスト、ハイセプター(Lv49～)|8288
|[Sublime Clothes[サブライムクロス]]|11|294|261|シールドセージ、アルケミスト、ハイセプター(Lv52～)|5566
|[Imperious Robe[インペリアスローブ]]|11|313|278|シールドセージ、アルケミスト、ハイセプター(Lv55～)|881
|[Chevalier Coat[シュバリエコート]]|11|322|286|シールドセージ、アルケミスト、ハイセプター(Lv55～)|880
|[Maverick Coat[マーヴェリックコート]]|12|324|286|シールドセージ、アルケミスト、ハイセプター(Lv56～)|879
|[Coat of the Covenant[誓約のコート]]|12|346|308|シールドセージ、アルケミスト、ハイセプター(Lv58～)|888
|[Ancient Coat[エンシャントコート]]|12|369|328|シールドセージ(Lv60～)|882
|[Alchemy Coat[アルケミーコート]]|12|369|328|アルケミスト(Lv60～)|883
|[Balangingi Clothes[バランジェネジークロス]]|12|378|336|シールドセージ(Lv60～)|886
|[Prima Materia Robe[プリママテリアローブ]]|12|378|336|アルケミスト(Lv60～)|887
|[Coat of Gloom[陰影のコート]]|15|381|339|シールドセージ、アルケミスト、ハイセプター(Lv62～)|12716
|[Heavenly Coat[ヘヴンリーコート]]|20|403|358|シールドセージ、アルケミスト、ハイセプター(Lv65～)|889
|[Robe of Wisemen[賢人のローブ]]|25|417|371|シールドセージ、アルケミスト、ハイセプター(Lv65～)|12721
|[Saint's Apron[セインツエプロン]]|30|427|379|シールドセージ、アルケミスト、ハイセプター(Lv65～)|12726
|[Roaming Coat[ローミングコート]]|30|442|393|シールドセージ、アルケミスト、ハイセプター(Lv67～)|12731
|[Genius Coat[ゲニウスコート]]|35|465|413|シールドセージ、アルケミスト、ハイセプター(Lv70～)|878
|[Coat of Certainty[コートオブサーテンティ]]|40|479|426|シールドセージ、アルケミスト、ハイセプター(Lv70～)|12736
|[Scholarly Coat[スカラリーコート]]|45|489|435|シールドセージ、アルケミスト、ハイセプター(Lv70～)|12741
|[Continent Jacket[コンチネントジャケット]]|50|524|466|シールドセージ、アルケミスト、ハイセプター(Lv75～)|15078
|[Coat of Keen Insight[慧眼のコート]]|55|539|479|シールドセージ、アルケミスト、ハイセプター(Lv75～)|15083
|[Fortress Plate[フォートレスプレート]]|60|554|493|シールドセージ、アルケミスト、ハイセプター(Lv75～)|15088
|[Jacket of Benevolence[仁徳のジャケット]]|60|571|507|シールドセージ、アルケミスト、ハイセプター(Lv77～)|15093
|[Monochrome Robe[モノクロームローブ]]|65|591|526|シールドセージ、アルケミスト、ハイセプター(Lv80～)|15098
|[Dark Red Haubergeon[黒緋のエプロンアーマー]]|70|607|539|シールドセージ、アルケミスト、ハイセプター(Lv80～)|15103
|[Azure Preventer[アズールプリベンター]]|75|622|553|シールドセージ、アルケミスト、ハイセプター(Lv80～)|15108
|[Brass Plate[ブラスプレート]]|80|620|551|シールドセージ、アルケミスト、ハイセプター(Lv80～)|17661
|[Sizjak Coat[シジャークコート]]|85|655|582|シールドセージ、アルケミスト、ハイセプター(Lv83～)|17666
|[Acrean Armor[アッカリアアーマー]]|90|683|607|シールドセージ、アルケミスト、ハイセプター(Lv85～)|17671
|[Kelsus Lamellar[ケルススラメラー]]|90|680|604|シールドセージ、アルケミスト、ハイセプター(Lv85～)|18289
|[Kier Jacket[キアージャケット]]|95|713|634|シールドセージ、アルケミスト、ハイセプター(Lv88～)|18294
|[Dools Coat[ドゥールズコート]]|100|759|675|シールドセージ、アルケミスト、ハイセプター(Lv90～)|18299
|[Pundit Coat[パンディットコート]]|100|756|672|シールドセージ、アルケミスト、ハイセプター(Lv90～)|20629
|[Briller Jacket[ブリイェールジャケット]]|105|800|711|シールドセージ、アルケミスト、ハイセプター(Lv93～)|20634
|[[メヒザフコート]]|110|825|734|シールドセージ、アルケミスト、ハイセプター(Lv95～)|20639
|[Positivité Robe[ポシビリテローブ]]|110|822|731|シールドセージ、アルケミスト、ハイセプター(Lv95～)|20957
|[Solidarité Armor[ソリダリテアーマー]]|115|853|758|シールドセージ、アルケミスト、ハイセプター(Lv98～)|20962
|[Ideal Jacket[イデアルジャケット]]|120|885|786|シールドセージ、アルケミスト、ハイセプター(Lv100～)|20967
|[[精霊の魔戦着]]|130|898|798|シールドセージ、アルケミスト、ハイセプター(Lv100～)|24424
|[[炎王の魔戦着]]|130|898|798|シールドセージ、アルケミスト、ハイセプター(Lv100～)|24429
|[[白翼の魔戦着]]|130|898|798|シールドセージ、アルケミスト、ハイセプター(Lv100～)|24434
|[[黄金の魔戦着]]|130|898|798|シールドセージ、アルケミスト、ハイセプター(Lv100～)|24439
|[[黒砕の魔戦着]]|135|911|810|シールドセージ、アルケミスト、ハイセプター(Lv100～)|24444
|[[蛮勇のレンジャーアーマー]]|140|997|886|シールドセージ、アルケミスト、ハイセプター(Lv105～)|25421

**Arm
|[Entry Gloves[エントリーグラブ]]|1|16|13|シールドセージ、アルケミスト、ハイセプター(Lv3～)|5163
|[Hard Knuckles[ハードナックル]]|2|22|19|シールドセージ、アルケミスト、ハイセプター(Lv6～)|5164
|[Knuckle Guard[ナックルガード]]|2|27|22|シールドセージ、アルケミスト、ハイセプター(Lv8～)|8468
|[Elite Gloves[エリートグラブ]]|3|34|28|シールドセージ、アルケミスト、ハイセプター(Lv11～)|8473
|[Noble Arm[ノーブルアーム]]|3|39|32|シールドセージ、アルケミスト、ハイセプター(Lv13～)|484
|[Powered Gloves[パワードグラブ]]|4|47|39|シールドセージ、アルケミスト、ハイセプター(Lv16～)|485
|[Vigorous Arms[ヴィガラスアーム]]|4|52|43|シールドセージ、アルケミスト、ハイセプター(Lv18～)|8478
|[Shielder Arms[シールダーアーム]]|4|58|48|シールドセージ、アルケミスト、ハイセプター(Lv20～)|916
|[Buster Knuckles[バスターナックル]]|5|63|53|シールドセージ、アルケミスト、ハイセプター(Lv22～)|917
|[Strong Arms[ストロングアーム]]|5|69|58|シールドセージ、アルケミスト、ハイセプター(Lv24～)|918
|[Deft Gloves[デフトグラブ]]|6|75|63|シールドセージ、アルケミスト、ハイセプター(Lv26～)|920
|[Battle Arms[バトルアーム]]|6|81|68|シールドセージ、アルケミスト、ハイセプター(Lv28～)|921
|[Guardian Arms[ガーディアンアーム]]|6|87|73|シールドセージ、アルケミスト、ハイセプター(Lv30～)|922
|[Custodian Arms[カストディアンアーム]]|7|94|78|シールドセージ、アルケミスト、ハイセプター(Lv32～)|923
|[Resolver Arms[リゾルバーアーム]]|7|100|84|シールドセージ、アルケミスト、ハイセプター(Lv34～)|924
|[Stalwart Arms[スタルワートアーム]]|8|107|89|シールドセージ、アルケミスト、ハイセプター(Lv36～)|925
|[Principal Arms[プリンシパルアーム]]|8|114|95|シールドセージ、アルケミスト、ハイセプター(Lv38～)|926
|[Ddraig Palmae[ドライグパルム]]|8|121|101|シールドセージ、アルケミスト、ハイセプター(Lv40～)|919
|[Trooper's Gloves[トルーパーズグラブ]]|9|118|98|シールドセージ、アルケミスト、ハイセプター(Lv41～)|927
|[Triumph Arms[トライアンフアーム]]|9|137|114|シールドセージ、アルケミスト、ハイセプター(Lv43～)|928
|[Gruel Knuckles[グルエルナックル]]|9|153|128|シールドセージ、アルケミスト、ハイセプター(Lv45～)|929
|[Virtue Arms[デュミナスアーム]]|9|159|132|シールドセージ、アルケミスト、ハイセプター(Lv45～)|936
|[Bravery Arms[ブレイブリーアーム]]|10|160|133|シールドセージ、アルケミスト、ハイセプター(Lv46～)|8483
|[Throne's Arms[スローンズアーム]]|10|180|150|シールドセージ、アルケミスト、ハイセプター(Lv49～)|8488
|[Sublime Arms[サブライムアーム]]|11|196|163|シールドセージ、アルケミスト、ハイセプター(Lv52～)|937
|[Imperious Arms[インペリアスアーム]]|11|209|174|シールドセージ、アルケミスト、ハイセプター(Lv55～)|933
|[Chevalier Arms[シュバリエアーム]]|11|214|179|シールドセージ、アルケミスト、ハイセプター(Lv55～)|932
|[Maverick Arms[マーヴェリックアーム]]|12|216|180|シールドセージ、アルケミスト、ハイセプター(Lv56～)|931
|[Gloves of Sacred Protection[護聖の手甲]]|12|231|192|シールドセージ、アルケミスト、ハイセプター(Lv58～)|939
|[Ancient Arms[エンシャントアーム]]|12|246|205|シールドセージ(Lv60～)|934
|[Balangingi Arms[バランジェネジーアーム]]|12|252|210|シールドセージ(Lv60～)|938
|[Gloves of Gloom[陰影のグラブ]]|15|254|212|シールドセージ、アルケミスト、ハイセプター(Lv62～)|12853
|[Heavenly Arms[ヘヴンリーアーム]]|20|269|224|シールドセージ、アルケミスト、ハイセプター(Lv65～)|940
|[Armguards of Wisemen[賢人のアームガード]]|25|278|232|シールドセージ、アルケミスト、ハイセプター(Lv65～)|12858
|[Saint's Arms[セインツアーム]]|25|284|237|シールドセージ、アルケミスト、ハイセプター(Lv65～)|12863
|[Roaming Gloves[ローミンググラブ]]|30|294|245|シールドセージ、アルケミスト、ハイセプター(Lv67～)|12868
|[Genius Arms[ゲニウスアーム]]|35|310|258|シールドセージ、アルケミスト、ハイセプター(Lv70～)|930
|[Arms of Certainty[アームオブサーテンティ]]|40|319|266|シールドセージ、アルケミスト、ハイセプター(Lv70～)|12873
|[Scholarly Arms[スカラリーアーム]]|45|326|272|シールドセージ、アルケミスト、ハイセプター(Lv70～)|12878
|[Continent Arms[コンチネントアーム]]|50|349|291|シールドセージ、アルケミスト、ハイセプター(Lv75～)|15288
|[Arms of Keen Insight[慧眼のアーム]]|55|359|299|シールドセージ、アルケミスト、ハイセプター(Lv75～)|15293
|[Fortress Arms[フォートレスアーム]]|60|369|308|シールドセージ、アルケミスト、ハイセプター(Lv75～)|15298
|[Gloves of Benevolence[仁徳のグラブ]]|60|380|317|シールドセージ、アルケミスト、ハイセプター(Lv77～)|15303
|[Monochrome Gloves[モノクロームグラブ]]|65|394|328|シールドセージ、アルケミスト、ハイセプター(Lv80～)|15308
|[Dark Red Gloves[黒緋のグラブ]]|70|404|337|シールドセージ、アルケミスト、ハイセプター(Lv80～)|15313
|[Azure Mitts[アズールグラブ]]|75|415|346|シールドセージ、アルケミスト、ハイセプター(Lv80～)|15319
|[Brass Gloves[ブラスグローブ]]|80|414|348|シールドセージ、アルケミスト、ハイセプター(Lv80～)|17721
|[Sizjak Arms[シジャークアーム]]|85|436|364|シールドセージ、アルケミスト、ハイセプター(Lv83～)|17726
|[Acrean Hands[アッカリアハンド]]|90|455|380|シールドセージ、アルケミスト、ハイセプター(Lv85～)|17731
|[Kelsus Vambraces[ケルススヴァンブレイス]]|90|453|378|シールドセージ、アルケミスト、ハイセプター(Lv85～)|18349
|[Kier Gauntlets[キアーガントレット]]|95|475|396|シールドセージ、アルケミスト、ハイセプター(Lv88～)|18354
|[Dools Gauntlets[ドゥールズガントレット]]|100|506|421|シールドセージ、アルケミスト、ハイセプター(Lv90～)|18359
|[Pundit Gloves[パンディットグラブ]]|100|504|420|シールドセージ、アルケミスト、ハイセプター(Lv90～)|20644
|[Briller Arms[ブリイェールアーム]]|105|533|444|シールドセージ、アルケミスト、ハイセプター(Lv93～)|20649
|[[メヒザフバングル]]|110|550|458|シールドセージ、アルケミスト、ハイセプター(Lv95～)|20654
|[Positivité Arms[ポシビリテアーム]]|110|548|457|シールドセージ、アルケミスト、ハイセプター(Lv95～)|20972
|[Solidarité Hands[ソリダリテハンド]]|115|568|473|シールドセージ、アルケミスト、ハイセプター(Lv98～)|20977
|[Ideal Arms[イデアルアーム]]|120|590|491|シールドセージ、アルケミスト、ハイセプター(Lv100～)|20982
|[[精霊の魔戦腕]]|130|598|499|シールドセージ、アルケミスト、ハイセプター(Lv100～)|24449
|[[炎王の魔戦腕]]|130|598|499|シールドセージ、アルケミスト、ハイセプター(Lv100～)|24454
|[[白翼の魔戦腕]]|130|598|499|シールドセージ、アルケミスト、ハイセプター(Lv100～)|24459
|[[黄金の魔戦腕]]|130|598|499|シールドセージ、アルケミスト、ハイセプター(Lv100～)|24464
|[[黒砕の魔戦腕]]|135|607|506|シールドセージ、アルケミスト、ハイセプター(Lv100～)|24469
|[[蛮勇のレンジャーアーム]]|140|664|554|シールドセージ、アルケミスト、ハイセプター(Lv105～)|25426

**Leg
|[Entry Boots[エントリーブーツ]]|1|13|10|シールドセージ、アルケミスト、ハイセプター(Lv3～)|478
|[Garrison's Boots[ギャリソンズブーツ]]|2|19|15|シールドセージ、アルケミスト、ハイセプター(Lv6～)|479
|[Shinguards[シンガード]]|2|22|18|シールドセージ、アルケミスト、ハイセプター(Lv8～)|8368
|[Elite Legs[エリートレッグス]]|3|28|23|シールドセージ、アルケミスト、ハイセプター(Lv11～)|8373
|[Noble Greaves[ノーブルグリーブ]]|3|32|26|シールドセージ、アルケミスト、ハイセプター(Lv13～)|480
|[Sentry Boots[セントリーブーツ]]|4|39|31|シールドセージ、アルケミスト、ハイセプター(Lv16～)|481
|[Vigorous Legs[ヴィガラスレッグス]]|4|43|35|シールドセージ、アルケミスト、ハイセプター(Lv18～)|8378
|[Shielder Legs[シールダーレッグス]]|4|48|38|シールドセージ、アルケミスト、ハイセプター(Lv20～)|890
|[Valor Legs[ヴァラーレッグス]]|5|53|42|シールドセージ、アルケミスト、ハイセプター(Lv22～)|892
|[Strong Legs[ストロングレッグス]]|5|58|46|シールドセージ、アルケミスト、ハイセプター(Lv24～)|893
|[Mudguards[マッドスプレッド]]|6|63|50|シールドセージ、アルケミスト、ハイセプター(Lv26～)|895
|[Battle Legs[バトルレッグス]]|6|68|54|シールドセージ、アルケミスト、ハイセプター(Lv28～)|896
|[Guardian Legs[ガーディアンレッグス]]|6|73|58|シールドセージ、アルケミスト、ハイセプター(Lv30～)|897
|[Custodian Boots[カストディアンブーツ]]|7|78|62|シールドセージ、アルケミスト、ハイセプター(Lv32～)|898
|[Resolver Legs[リゾルバーレッグス]]|7|84|67|シールドセージ、アルケミスト、ハイセプター(Lv34～)|899
|[Hearty Boots[ハーティーブーツ]]|8|89|71|シールドセージ、アルケミスト、ハイセプター(Lv36～)|900
|[Principal Legs[プリンシパルレッグス]]|8|95|76|シールドセージ、アルケミスト、ハイセプター(Lv38～)|901
|[Ddraig Crura[ドライグクルラ]]|8|101|80|シールドセージ、アルケミスト、ハイセプター(Lv40～)|2506
|[Trooper's Legs[トルーパーズレッグス]]|9|98|78|シールドセージ、アルケミスト、ハイセプター(Lv41～)|2514
|[Triumph Greaves[トライアンフグリーブ]]|9|114|91|シールドセージ、アルケミスト、ハイセプター(Lv43～)|2515
|[Bounty Boots[バウンティブーツ]]|9|128|102|シールドセージ、アルケミスト、ハイセプター(Lv45～)|2516
|[Virtue Legs[デュミナスレッグス]]|9|132|106|シールドセージ、アルケミスト、ハイセプター(Lv45～)|2522
|[Bravery Legs[ブレイブリーレッグス]]|10|133|106|シールドセージ、アルケミスト、ハイセプター(Lv46～)|8383
|[Throne's Legs[スローンズレッグス]]|10|150|120|シールドセージ、アルケミスト、ハイセプター(Lv49～)|8388
|[Sublime Greaves[サブライムグリーブ]]|11|162|130|シールドセージ、アルケミスト、ハイセプター(Lv52～)|911
|[Imperious Legs[インペリアスレッグス]]|11|174|139|シールドセージ、アルケミスト、ハイセプター(Lv55～)|2520
|[シュバリエレッグス[シュバリエレッグス]]|11|179|143|シールドセージ、アルケミスト、ハイセプター(Lv55～)|3542
|[Maverick Boots[マーヴェリックブーツ]]|12|180|144|シールドセージ、アルケミスト、ハイセプター(Lv56～)|4564
|[Greaves of Sacred Protection[護聖のブーツ]]|12|192|154|シールドセージ、アルケミスト、ハイセプター(Lv58～)|4572
|[Ancient Greaves[エンシャントグリーブ]]|12|205|164|シールドセージ(Lv60～)|5572
|[Formula Greaves[フォーミュラグリーブ]]|12|205|164|アルケミスト(Lv60～)|5590
|[Balangingi Greaves[バランジェネジーグリーブ]]|12|210|168|シールドセージ(Lv60～)|5593
|[Prima Materia Legs[プリママテリアレッグス]]|12|210|168|アルケミスト(Lv60～)|5594
|[Greaves of Gloom[陰影のグリーブ]]|15|212|169|シールドセージ、アルケミスト、ハイセプター(Lv62～)|12973
|[Heavenly Legs[ヘヴンリーレッグス]]|20|224|179|シールドセージ、アルケミスト、ハイセプター(Lv65～)|915
|[Over-Knee Boots of Wisemen[賢人のオーバーニー]]|25|232|185|シールドセージ、アルケミスト、ハイセプター(Lv65～)|12978
|[Saint's Greaves[セインツグリーブ]]|30|237|189|シールドセージ、アルケミスト、ハイセプター(Lv65～)|12983
|[Roaming Boots[ローミングブーツ]]|30|245|196|シールドセージ、アルケミスト、ハイセプター(Lv67～)|12988
|[Genius Legs[ゲニウスレッグス]]|35|258|206|シールドセージ、アルケミスト、ハイセプター(Lv70～)|905
|[Greaves of Certainty[グリーブオブサーテンティ]]|40|266|213|シールドセージ、アルケミスト、ハイセプター(Lv70～)|12993
|[Scholarly Cuisses[スカラリーキュイス]]|45|272|217|シールドセージ、アルケミスト、ハイセプター(Lv70～)|12998
|[Continent Legs[コンチネントレッグ]]|50|291|233|シールドセージ、アルケミスト、ハイセプター(Lv75～)|15449
|[Greaves of Keen Insight[慧眼のグリーブ]]|55|299|239|シールドセージ、アルケミスト、ハイセプター(Lv75～)|15454
|[Fortress Base[フォートレスベース]]|60|308|246|シールドセージ、アルケミスト、ハイセプター(Lv75～)|15459
