**Gauntlet ITEM LIST   
||Name|Rank|P-ATK|M-ATK|LEVEL|ID|h
||CENTER:|CENTER:|CENTER:|CENTER:|c
|[Hand of Ice Age[ハンズオブアイスエイジ]]|135|3456|3336|[[アルケミスト]](Lv1〜)|24997
|[Arm of Guardian[アームズオブガーディアン]]|140|3568|3445|[[アルケミスト]](Lv1〜)|25585

**Event/Special
|[Marquis Gauntlet[ガントレットオブマーキス]]|11|324|252|アルケミスト(Lv1～)|11546
|[Olfring Seiðr (Blue)[オーフリングセイズ【蒼】]]||324|252|アルケミスト(Lv1～)|12296
|[Crimson Gauntlet[クリムゾンガントレット＋3]]|75|2216|2108|アルケミスト(Lv80～)|19176
|[ack Venom Gauntlet[ブラックヴェノムガントレット]]|45|1751|1649|アルケミスト(Lv1～)|18550
|[Olfring Seiðr (Forest)[オーフリングセイズ【森】]]|7|497|419|アルケミスト(Lv1～)|19495
|[Olfring Seiðr (Terra Preta)[オーフリングセイズ【涅】]]|86|2436|2325|アルケミスト(Lv～)|21734

**Rusted
|[Rusted Magick Gauntlet[錆びた魔道篭手]]|1|||アルケミスト(Lv1～)|15813
|┗ [Polished Gauntlet[ポリッシュドガントレット]]|20|1518|1419|アルケミスト(Lv1～)|15818
|[Conspicuous Rusted Magick Gauntlet[異彩を放つ錆びた魔道篭手＋1]]|1|80|20|アルケミスト(Lv1～)|16577
|┗ [Hidden Seiðr[ヒドゥンセイズ＋1]]|50|1895|1790|アルケミスト(Lv1～)|16582
|[Conspicuous Rusted Magick Gauntlet[異彩を放つ錆びた魔道篭手＋2]]|1|||アルケミスト(Lv1～)|16961
|┗ [Hidden Seiðr[ヒドゥンセイズ＋2]]|55|1965|1860|アルケミスト(Lv1～)|16583
|[Conspicuous Rusted Magick Gauntlet[異彩を放つ錆びた魔道篭手＋3]]|1|||アルケミスト(Lv1～)|16962
|┗ [Hidden Seiðr[ヒドゥンセイズ＋3]]|60|2014|1909|アルケミスト(Lv1～)|16967
