**Rod ITEM LIST   
||Name|Rank|P-ATK|M-ATK|LEVEL|ID|h
||CENTER:|CENTER:|CENTER:|CENTER:|c
|[Red Dawn's Steel Rod[暁紅のスティールロッド]]|100|0|2669|シールドセージ(Lv90～)|19837
|[Rod of Vermilion[ロッドオブヴァーミリオン]]|105|0|2784|シールドセージ(Lv93～)|19842
|[Işık Rod[イスィークロッド]]|108|0|2862|シールドセージ(Lv95～)|19847
|[Rod of Ethane[ロッドオブエタン]]|110|0|2935|シールドセージ(Lv95～)|19852
|[Rod of Altura[ロッドオブアルトゥーラ]]|110|0|2930|シールドセージ(Lv95～)|20195
|[Rousing Schlucht Rod[奮起のシュルフトロッド]]|115|0|3051|シールドセージ(Lv98～)|20200
|[Fierte Rod[フィエルテロッド]]|118|0|3132|シールドセージ(Lv100～)|20205
|[Flamme[フランム]]|120|0|3208|シールドセージ(Lv100～)|20210
|[[精霊のロッド]]|130|0|3268|シールドセージ(Lv100～)|23836
|[[炎王のロッド]]|130|0|3268|シールドセージ(Lv100～)|23841
|[[白翼のロッド]]|130|0|3268|シールドセージ(Lv100～)|23846
|[[黄金のロッド]]|130|0|3268|シールドセージ(Lv100～)|23851
|[[黒砕のロッド]]|135|0|3400|シールドセージ(Lv100～)|23856

**Gatcha
|[Dragon's Howl[ドラゴンズハウル]]|11|0|235|シールドセージ(Lv1～)|10306
|[Alchemy Inductor[アルケミーインダクター]]|12|0|235|シールドセージ(Lv1～)|11683
|[White Sweetheart's Jewel Rod[白き恋人のジュエルロッド]]|14|0|314|シールドセージ(Lv1～)|19577
|[Salvation Rod[サルヴェーションロッド]]|16|0|1352|シールドセージ(Lv1～)|14069
|[Holy Night's Star Rod[聖夜のスターロッド]]|25|0|1225|シールドセージ(Lv1～)|19576
|[Obsidian Rod[オブシディアンロッド]]|31|0|381|シールドセージ(Lv1～)|14074
|[Arisen's Inductor[アリズンズインダクター]]|45|0||シールドセージ(Lv1～)|15763
|[Melty Rod[メルティ・ロッド]]|45|0|1542|シールドセージ(Lv1～)|16772
|[Sincere Rod[シンシアー・ロッド]]|45|0|1542|シールドセージ(Lv1～)|16773
|[Rod of Radiance[ロッドオブラディアンス]]|60|0|478|シールドセージ(Lv1～)|15768
|[Blue Storm Mithril Rod[蒼嵐のミスリルロッド]]|80|0|2216|シールドセージ(Lv1～)|19624
|[Rod of Vanguard[ロッドオブバンガード]]|83|0|2305|シールドセージ(Lv1～)|19625
|[Adamas Military Expedition Rod[征戦のアダマスロッド]]|90|0|2517|シールドセージ(Lv1～)|19691
|[Rod of Agitator[ロッドオブアジテイター]]|93|0|2553|シールドセージ(Lv1～)|19692
|[Intellect's Weise Rod[識者のヴァイゼロッド]]|102|0|2745|シールドセージ(Lv1～)|19857
|[Rod of Kenntnis[ロッドオブケントニス]]|105|0|2811|シールドセージ(Lv1～)|19858
|[Honnête Rod of Purity[純真のオネットロッド]]|112|0|3010|シールドセージ(Lv1～)|20215
|[Torch of Fedeltà[トーチオブフェデルタ]]|115|0|3079|シールドセージ(Lv1～)|20216
|[Rod of Kraken[ロッドオブクラーケン]]|130|0|3268|シールドセージ(Lv1〜)|24986
|[[失われし大陸のローバートーチ]]|130|0|3268|シールドセージ(Lv1〜)|23865
|[[凍てつきし氷晶のエルガーロッド]]|135|0|3400|[[シールドセージ]](Lv1〜)|23867
|[Rod of Ice Age[ロッドオブアイスエイジ]]|135|0|3426|[[シールドセージ]](Lv1〜)|24988
|[[ロッドオブガーディアン]]|140|0|3537|[[シールドセージ]](Lv1〜)|
|[[城塞近衛兵の剛灯]]|145|0|3789|[[シールドセージ]](Lv1〜)|25595

**Event/Special
|[Rod of Nemesis[ロッドオブネメシス]]|6|0|235|シールドセージ(Lv1～)|10311
|[Olfring Rod (Earth)[オーフリングロッド【地】]]|3|0|133|シールドセージ(Lv1～)|10793
|[Olfring Rod (Blue)[オーフリングロッド【蒼】]]||0|158|シールドセージ(Lv1～)|10783
|[Olfring Rod (Green)[オーフリングロッド【翠】]]||0|235|シールドセージ(Lv1～)|10778
|[Consomme W Punch Rod[コンソメWパンチロッド]]|4|0|106|シールドセージ(Lv1～)|11244
|[Poterich Rod[ポテリッチロッド]]|4|0|106|シールドセージ(Lv1～)|11249
|[Marquis Rod[ロッドオブマーキス]]||0|306|シールドセージ(Lv1～)|11531
|[Olfring Rod (Red)[オーフリングロッド【紅】]]|7|0|277|シールドセージ(Lv1～)|10773
|┗[Ceremonial Rod (Red)[セレモニアルロッド【紅】]]|22|0|546|シールドセージ(Lv1～)|14012
|　┗[[リチュアリィロッド【紅】]]|35|0|1493|シールドセージ(Lv1～)|14017
|　　┗[Olfring Rod+ (Red)[オーフリングロッド改【紅】]]|50|0|1692|シールドセージ(Lv1～)|16673
|　　　┗[Ceremonial Rod+ (Red)[セレモニアルロッド改【紅】]]|65|0|1917|シールドセージ(Lv1～)|16678
|[Black Venom Rod[ブラックヴェノムロッド]]|45|0|1725|シールドセージ(Lv1～)|18535
|[Olfring Rod (Terra Preta)[オーフリングロッド【涅】]]|82|0|2317|シールドセージ(Lv1～)|19477
|[Olfring Rod (Iron)[オーフリングロッド【鉄】]]|40|0|1708|シールドセージ(Lv1～)|19522
|[Olfring Rod (Star)[オーフリングロッド【星】]]|80|0|2240|シールドセージ(Lv～)|19538
|[Olfring Rod (Sunlight)[オーフリングロッド【陽】]]|40|0|1708|シールドセージ(Lv1～)|19475
