**Great Shield ITEM LIST   
||Name|Rank|P-ATK|M-ATK|LEVEL|ID|h
||CENTER:|CENTER:|CENTER:|CENTER:|c
|[Corpse's Groan[コープスグロウン]]|35|1674|0|シールドセージ(Lv70～)|12036
|[Wall of Tyrant[ウォールオブタイラント]]|40|1691|0|シールドセージ(Lv70～)|12041
|[Immortal Glory[イモータルグローリー]]|45|1725|0|シールドセージ(Lv70～)|12046
|[Wall of Tribe[ウォールオブトライブ]]|45|1797|0|シールドセージ(Lv72～)|14372
|[Old Wise Man[オールドワイズマン]]|50|1834|0|シールドセージ(Lv75～)|14377
|[Obstinance[オブスティネンス]]|50|1834|0|シールドセージ(Lv75～)|14382
|[Phindymian Guard[フィンダミアガード]]|55|1904|0|シールドセージ(Lv75～)|14387
|[Verdant Wall[ヴァーダントウォール]]|60|1952|0|シールドセージ(Lv75～)|14392
|[Iron Coffin[アイアンコフィン]]|60|2010|0|シールドセージ(Lv77～)|14397
|[Fairy Fort[フェアリーフォート]]|65|2063|0|シールドセージ(Lv80～)|14402
|[Enshrine[エンシュライン]]|65|2063|0|シールドセージ(Lv80～)|14407
|[Diabolic Shield[ダイアボリックシールド]]|70|2135|0|シールドセージ(Lv80～)|14412
|[Inwardness[インワードネス]]|75|2189|0|シールドセージ(Lv80～)|14417
|[Nobility's Fort[ノビリティーズフォート]]|80|2175|0|シールドセージ(Lv80～)|17436
|[Scutum Wall[スクトゥムウォール]]|85|2281|0|シールドセージ(Lv83～)|17441
|[Dival-e-Hami[ディヴァルエハーミ]]|90|2353|0|シールドセージ(Lv85～)|17446
|[Numaniya[ヌマーニヤ]]|90|2422|0|シールドセージ(Lv85～)|18680
|[Chained Wall of Resentment[怨嗟のチェインウォール]]|90|2417|0|シールドセージ(Lv85～)|18006
|[Fort of Ferey[フォートオブフィーリ]]|95|2527|0|シールドセージ(Lv88～)|18011
|[Taraneh Wall[タラーネフウォール]]|98|2602|0|シールドセージ(Lv90～)|18016
|[Iskandar Seals[イスカンダルシールス]]|100|2676|0|シールドセージ(Lv90～)|19679
|[Red Dawn's Steel Guard[暁紅のスティールガード]]|100|2669|0|シールドセージ(Lv90～)|19813
|[Wall of Vermilion[ウォールオブヴァーミリオン]]|105|2784|0|シールドセージ(Lv93～)|19818
|[Dúva's Wall[ドゥーヴァスウォール]]|108|2862|0|シールドセージ(Lv95～)|19823
|[Fort of Fonse[フォートオブフォンセ]]|110|2935|0|シールドセージ(Lv95～)|19828
|[Wall of Altura[ウォールオブアルトゥーラ]]|110|2930|0|シールドセージ(Lv95～)|20171
|[Rousing Schlucht Guard[奮起のシュルフトガード]]|115|3051|0|シールドセージ(Lv98～)|20176
|[Plaisance Wall[プレザンスウォール]]|118|3132|0|シールドセージ(Lv100～)|20181
|[Volcan[ヴォルカン]]|120|3208|0|シールドセージ(Lv100～)|20186
|[[精霊の大盾]]|130|3268|0|シールドセージ(Lv100～)|23807
|[[炎王の大盾]]|130|3268|0|シールドセージ(Lv100～)|23812
|[[白翼の大盾]]|130|3268|0|シールドセージ(Lv100～)|23817
|[[黄金の大盾]]|130|3268|0|シールドセージ(Lv100～)|23822
|[[黒砕の大盾]]|135|3400|0|シールドセージ(Lv100～)|23827

**Gatcha
|[Gazing Glow of Sparks[閃光のゲイジングロウ]]|7|306|0|シールドセージ(Lv15～)|10291
|[Mark of the Wicked Cursed Tomb[邪印のカーストゥーム]]|7|381|0|シールドセージ(Lv15～)|10296
|[Dragon's Scale[ドラゴンズスケイル]]|11|235|0|シールドセージ(Lv1～)|10286
|[Gazing Crow of Warding Evil[退魔のゲイジングクロウ]]|11|1073|0|シールドセージ(Lv45～)|12787
|[Alchemy Absorber[アルケミーアブソーバー]]|12|235|0|シールドセージ(Lv1～)|11678
|[White Sweetheart's Cookie Wall[白き恋人のクッキーウォール]]|14|314|0|シールドセージ(Lv1～)|19575
|[Salvation Guard[サルヴェーションガード]]|16|306|0|シールドセージ(Lv1～)|14057
|[Holy Night's Sled Guard[聖夜のスレッドガード]]|25|1225|0|シールドセージ(Lv1～)|19574
|[Tower Shield of Heroes[豪傑のタワーシールド]]|25|1509|0|シールドセージ(Lv55～)|14062
|[Obsidian Guard[オブシディアンガード]]|31|381|0|シールドセージ(Lv1～)|14063
|[Hexagon Shield of Legacy[遺宝のヘキサシールド]]|40|1725|0|シールドセージ(Lv60～)|14068
|[Arisen's Absorber[アリズンズアブソーバー]]|45|428|0|シールドセージ(Lv1～)|15743
|[Roaring Blaze Scale Guard[猛炎のスケイルガード]]|55|1930|0|シールドセージ(Lv70～)|16506
|[Melty Wall[メルティ・ウォール]]|45|1542|0|シールドセージ(Lv1～)|16770
|[Sincere Wall[シンシアー・ウォール]]|45|1542|0|シールドセージ(Lv1～)|16771
|[Wall of Radiance[ウォールオブラディアンス]]|60|478|0|シールドセージ(Lv1～)|15748
|[Tyrant Guard of Torn Light[破光のタイラントガード]]|70|2162|0|シールドセージ(Lv75～)|16507
|[Blue Storm Mithril Wall[蒼嵐のミスリルウォール]]|80|2216|0|シールドセージ(Lv1～)|19392
|[Wall of Vanguard[ウォールオブバンガード]]|83|2305|0|シールドセージ(Lv1～)|19402
|[Supreme Ruler's Arabesque Guard[覇王のアラベスクガード]]|86|2353|0|シールドセージ(Lv80～)|19412
|[Ablaze Scutum[アブレイズスクトゥム]]|88|2416|0|シールドセージ(Lv80～)|19422
|[Adamas Military Expedition Wall[征戦のアダマスウォール]]|90|2517|0|シールドセージ(Lv1～)|19684
|[Wall of Agitator[ウォールオブアジテイター]]|93|2553|0|シールドセージ(Lv1～)|19685
|[Heavy Fort of Serpent Wings[蛇翼のヘビーフォート]]|96|2602|0|シールドセージ(Lv85～)|19432
|[Wall of Strife[ウォールオブストライフ]]|98|2667|0|シールドセージ(Lv85～)|19442
|[Intellect's Weise Scutum[識者のヴァイゼスクトゥム]]|102|2745|0|シールドセージ(Lv1～)|19833
|[Wall of Kenntnis[ウォールオブケントニス]]|105|2811|0|シールドセージ(Lv1～)|19834
|[Scutum of Glowing Embers[熾火のスクートゥム]]|106|2862|0|シールドセージ(Lv90～)|19835
|[Fort of Altesch[フォートオブアルテッシュ]]|108|2928|0|シールドセージ(Lv90～)|19836
|[Honnête Guard of Purity[純真のオネットガード]]|112|3010|0|シールドセージ(Lv1～)|20191
|[Wall of Fedeltà[ウォールオブフェデルタ]]|115|3079|0|シールドセージ(Lv1～)|20192
|[[聖戦のスフィダンテガード]]|116|3132|0|シールドセージ(Lv95～)|
|[Wall of Vainqueur[ウォールオブヴァンクール]]|118|3201|0|シールドセージ(Lv95～)|20194
|[Wall of Kraken[ウォールオブクラーケン]]|130|3268|0|シールドセージ(Lv1〜)|24983
|[[失われし大陸のローバーウォール]]|130|3268|0|シールドセージ(Lv1〜)|
|[[凍てつきし氷晶のエルガーウォール]]|135|3400|0|[[シールドセージ]](Lv1〜)|
|[Wall of Ice Age[ウォールオブアイスエイジ]]|135|3426|0|[[シールドセージ]](Lv1〜)|24985
|[Wall of Guardian[ウォールオブガーディアン]]|140|3537|0|[[シールドセージ]](Lv1〜)|25581
|[[城塞近衛兵の剛大盾]]|145|3789|0|[[シールドセージ]](Lv1〜)|

**Event/Special
|[Wall of Nemesis[ウォールオブネメシス]]|6|235|0|シールドセージ(Lv1～)|10301
|[Olfring Guard (Earth)[オーフリングガード【地】]]|3|133|0|シールドセージ(Lv1～)|10763
|[Olfring Guard (Blue)[オーフリングガード【蒼】]]||158|0|シールドセージ(Lv1～)|10757
|[Olfring Guard (Green)[オーフリングガード【翠】]]||235|0|シールドセージ(Lv1～)|10748
|[Consomme W Punch Shield[コンソメWパンチシールド]]|4|106|0|シールドセージ(Lv1～)|11234
|[Poterich Shield[ポテリッチシールド]]|4|106|0|シールドセージ(Lv1～)|11239
|[Marquis Wall[ウォールオブマーキス]]||306|0|シールドセージ(Lv1～)|11526
|[Olfring Guard (Red)[オーフリングガード【紅】]]|7|277|0|シールドセージ(Lv1～)|10743
|┗[Ceremonial Guard (Red)[セレモニアルガード【紅】]]|22|546|0|シールドセージ(Lv1～)|14002
|　┗[[リチュアリィガード【紅】]]|35|1493|0|シールドセージ(Lv1～)|
|　　┗[Olfring Guard+ (Red)[オーフリングガード改【紅】]]|50|1692|0|シールドセージ(Lv1～)|16663
|[Crimson Wall[クリムゾンウォール＋3]]|75|2189|0|シールドセージ(Lv80～)|19162
|[Black Venom Wall[ブラックヴェノムウォール]]|45|1725|0|シールドセージ(Lv1～)|18530
|[Olfring Guard (Terra Preta)[オーフリングガード【涅】]]|82|2317|0|シールドセージ(Lv1～)|19474
|[Olfring Guard (Iron)[オーフリングガード【鉄】]]|40|1691|0|シールドセージ(Lv1～)|19521
|[Olfring Guard (Star)[オーフリングガード【星】]]|80|2240|0|シールドセージ(Lv～)|19531
|[Olfring Guard (Sunlight)[オーフリングガード【陽】]]|40|1691|0|シールドセージ(Lv1～)|19472

**Rusted
|[Rusted Greatshield[錆びた大盾]]|1|65|0|シールドセージ(Lv1～)|15733
|┗ [Polished Guard[ポリッシュドガード]]|20|1493|0|シールドセージ(Lv1～)|15738
|[Conspicuous Rusted Greatshield+1[異彩を放つ錆びた大盾＋1]]|1||0|シールドセージ(Lv1～)|16899
|┗ [Dark Pavise[ダークパべーゼ＋1]]|50|1869|0|シールドセージ(Lv1～)|16904
|[Conspicuous Rusted Greatshield[異彩を放つ錆びた大盾＋2]]|1|65|0|シールドセージ(Lv1～)|16911
|┗ [Dark Pavise[ダークパべーゼ＋2]]|55|1939|0|シールドセージ(Lv1～)|16914
|[Conspicuous Rusted Greatshield[異彩を放つ錆びた大盾＋3]]|3|65|0|シールドセージ(Lv1～)|16909
|┗ [Dark Pavise[ダークパべーゼ＋3]]|60|1987|0|シールドセージ(Lv1～)|16916
|　┗ [True Dark Pavise[真・ダークパべーゼ＋3]]|90|2425|0|シールドセージ(Lv1～)|18945
