**{NAME HERE} ITEM LIST   
||Name|Rank|P-DEF|M-DEF|LEVEL|ID|h
||CENTER:|CENTER:|CENTER:|CENTER:|c
|[Alloy Gloves[アロイグローブ]]|40|319|266|ファイター、ウォリアー(Lv70～)|12813
|[Predator Gauntlets[プレデターガントレット]]|45|326|272|ファイター、ウォリアー(Lv70～)|12818
|[Executioner's Arm Covers[処刑人のアームカバー]]|50|349|291|ファイター、ウォリアー(Lv75～)|15218
|[Ancient Beast Gauntlets[古獣のガントレット]]|55|359|299|ファイター、ウォリアー(Lv75～)|15223
|[Arms of Genocide[アームズオブジェノサイド]]|60|369|308|ファイター、ウォリアー(Lv75～)|15228
|[Royal Guardsman's Gauntlets[衛士のガントレット]]|60|380|317|ファイター、ウォリアー(Lv77～)|15233
|[Northern Bracers[ノーザンブレイサー]]|65|394|328|ファイター、ウォリアー(Lv80～)|15238
|[Knight Gauntlets of Dawn[暁のナイトガントレット]]|70|404|337|ファイター、ウォリアー(Lv80～)|15243
|[Azure Gauntlets[アズールガントレット]]|75|415|346|ファイター、ウォリアー(Lv80～)|15248
|[Brigand Gauntlets[ブリガンドガントレット]]|80|414|348|ファイター、ウォリアー(Lv80～)|17691
|[Gelmez Gloves[ゲルメズグローブ]]|85|436|364|ファイター、ウォリアー(Lv83～)|17696
|[Acrean Gauntlets[アッカリアガントレット]]|90|455|380|ファイター、ウォリアー(Lv85～)|17701
|[Courage Arms[カーレッジアーム]]|90|453|378|ファイター、ウォリアー(Lv85～)|18319
|[Emine Bracers[エミーネブレイサー]]|95|475|396|ファイター、ウォリアー(Lv88～)|18324
|[Dools Arms[ドゥールズアーム]]|100|506|421|ファイター、ウォリアー(Lv90～)|18329
|[Maddest Bracers[マッデストブレイサー]]|100|504|420|ファイター、ウォリアー(Lv90～)|20464
|[Corail Gauntlets[コライユガントレット]]|105|533|444|ファイター、ウォリアー(Lv93～)|20469
|[[メヒザフクーター]]|110|550|458|ファイター、ウォリアー(Lv95～)|
|[Courage Arms[クラージュアーム]]|110|548|457|ファイター、ウォリアー(Lv95～)|20792
|[Confidence Gauntlets[コンフィアンスガントレット]]|115|568|473|ファイター、ウォリアー(Lv98～)|20797
|[Ambition Arms[アンビシオンアーム]]|120|590|491|ファイター、ウォリアー(Lv100～)|20802
|[[精霊の重装腕]]|130|598|499|ファイター、ウォリアー(Lv100～)|24149
|[[炎王の重装腕]]|130|598|499|ファイター、ウォリアー(Lv100～)|24154
|[[白翼の重装腕]]|130|598|499|ファイター、ウォリアー(Lv100～)|24159
|[[黄金の重装腕]]|130|598|499|ファイター、ウォリアー(Lv100～)|24164
|[[黒砕の重装腕]]|135|607|506|ファイター、ウォリアー(Lv100～)|24169
|[[蛮勇のアサルトクーター]]|140|664|554|ファイター、ウォリアー(Lv105～)|25246

**Leg
|[Battle Greaves[バトルグリーブ]]|1|13|10|ファイター、ウォリアー(Lv3～)|430
|[Bronze Shoes[ブロンズシューズ]]|2|19|15|ファイター、ウォリアー(Lv6～)|431
|[Serpent's Whisker[サーペントウィスカー]]|2|22|18|ファイター、ウォリアー(Lv8～)|8318
|[Bronze Sabatons[ブロンズサバトン]]|3|28|23|ファイター、ウォリアー(Lv11～)|8323
|[Copper Greaves[カッパーグリーブ]]|3|32|26|ファイター、ウォリアー(Lv13～)|432
|[Gaudy Greaves[ガウディグリーブ]]|4|39|31|ファイター、ウォリアー(Lv16～)|433
|[Copper Sabatons[カッパーサバトン]]|4|43|35|ファイター、ウォリアー(Lv18～)|8328
|[Solemn Legs[ソレムレッグ]]|4|48|38|ファイター、ウォリアー(Lv20～)|572
|[Red Greaves[レッドグリーブ]]|5|53|42|ファイター、ウォリアー(Lv22～)|573
|[Wild Sabatons[ワイルドサバトン]]|5|58|46|ファイター、ウォリアー(Lv24～)|574
|[Iron Greaves[アイアングリーブ]]|6|63|50|ファイター、ウォリアー(Lv26～)|576
|[Sturdy Cuisses[スタディキュイス]]|6|68|54|ファイター、ウォリアー(Lv28～)|577
|[Serenity Legs[セレニティレッグ]]|6|73|58|ファイター、ウォリアー(Lv30～)|578
|[Savage Greaves[サヴェッジグリーブ]]|7|78|62|ファイター、ウォリアー(Lv32～)|579
|[Foul Greaves[フォウルグリーブ]]|7|84|67|ファイター、ウォリアー(Lv34～)|580
|[Howl Sabatons[ハウルサバトン]]|8|89|71|ファイター、ウォリアー(Lv36～)|581
|[Cruel Greaves[クルーエルグリーブ]]|8|95|76|ファイター、ウォリアー(Lv38～)|582
|[Dragoon Boots[ドラグーンブーツ]]|8|101|80|ファイター、ウォリアー(Lv40～)|575
|[Guardsman's Greaves[獄卒のグリーブ]]|9|98|78|ファイター、ウォリアー(Lv41～)|583
|[Gryphus Greaves[グリプスグリーブ]]|9|114|91|ファイター、ウォリアー(Lv43～)|584
|[Sunset Cuisses[サンセットキュイス]]|9|128|102|ファイター、ウォリアー(Lv45～)|585
|[Fenrir Greaves[フェンリルグリーブ]]|9|132|106|ファイター、ウォリアー(Lv45～)|592
|[Gold Greaves[ゴールドグリーブ]]|10|133|106|ファイター、ウォリアー(Lv46～)|8333
|[Silver Sabatons[シルバーサバトン]]|10|150|120|ファイター、ウォリアー(Lv49～)|587
|[High Scale Whisker[ハイスケイルウィスカー]]|11|162|130|ファイター、ウォリアー(Lv52～)|589
|[Chimeric Sabatons[魔獣のサバトン]]|11|174|139|ファイター、ウォリアー(Lv55～)|597
|[Foot Gloria[フートグロリア]]|11|179|143|ファイター、ウォリアー(Lv55～)|2200
|[Philus Greaves[フィルスグリーブ]]|12|180|144|ファイター、ウォリアー(Lv56～)|2208
|[Tread of Garuda[トレッドオブガルーダ]]|12|192|154|ファイター、ウォリアー(Lv58～)|3228
|[Fortis Prodesto[フォルティスプロデスト]]|12|205|164|ファイター(Lv60～)|4248
|[Singularis[シングラリス]]|12|205|164|ウォリアー(Lv60～)|591
|[Amilec Sabatons[アミレックサバトン]]|12|210|168|ファイター(Lv60～)|594
|[Rubedo Sabatons[ルベドサバトン]]|12|210|168|ウォリアー(Lv60～)|595
|[Destroyer Greaves[デストロイヤーグリーブ]]|15|212|169|ファイター、ウォリアー(Lv62～)|8338
|[Damascus Cuisses[ダマスクスキュイス]]|20|224|179|ファイター、ウォリアー(Lv65～)|12913
|[Immortal's Sabatons[不滅のサバトン]]|25|232|185|ファイター、ウォリアー(Lv65～)|12918
|[Enlightenment Greaves[エンライトメントグリーブ]]|30|237|189|ファイター、ウォリアー(Lv65～)|12923
|[Barbarian Boots[バーバリアンブーツ]]|30|245|196|ファイター、ウォリアー(Lv67～)|12928
|[Faith Sabatons[フェイスサバトン]]|35|258|206|ファイター、ウォリアー(Lv70～)|586
|[Alloy Greaves[アロイグリーブ]]|40|266|213|ファイター、ウォリアー(Lv70～)|12933
|[Predator Cuisses[プレデターキュイス]]|45|272|217|ファイター、ウォリアー(Lv70～)|12938
|[Executioner's Greaves[処刑人のグリーブ]]|50|291|233|ファイター、ウォリアー(Lv75～)|15379
|[Ancient Beast Sabatons[古獣のサバトン]]|55|299|239|ファイター、ウォリアー(Lv75～)|15384
|[Grip of Genocide[グリップオブジェノサイド]]|60|308|246|ファイター、ウォリアー(Lv75～)|15389
|[Royal Guardsman's Sabatons[衛士のサバトン]]|60|317|253|ファイター、ウォリアー(Lv77～)|15394
|[Northern Sabatons[ノーザンサバトン]]|65|328|263|ファイター、ウォリアー(Lv80～)|15399
|[Knight Greaves of Dawn[暁のナイトグリーブ]]|70|337|269|ファイター、ウォリアー(Lv80～)|15404
|[Azure Cuisses[アズールキュイス]]|75|346|276|ファイター、ウォリアー(Lv80～)|15409
|[Brigand Sabatons[ブリガンドサバトン]]|80|345|276|ファイター、ウォリアー(Lv80～)|17751
|[Gelmez Greaves[ゲルメズグリーブ]]|85|364|291|ファイター、ウォリアー(Lv83～)|17756
|[Acrean Greaves[アッカリアグリーブ]]|90|380|304|ファイター、ウォリアー(Lv85～)|17761
|[Courage Sabatons[カーレッジサバトン]]|90|378|302|ファイター、ウォリアー(Lv85～)|18379
|[Emine Cuisses[エミーネキュイス]]|95|396|317|ファイター、ウォリアー(Lv88～)|18384
|[Dools Cuisses[ドゥールズキュイス]]|100|421|337|ファイター、ウォリアー(Lv90～)|18389
|[Maddest Greaves[マッデストグリーブ]]|100|420|336|ファイター、ウォリアー(Lv90～)|20479
|[Corail Cuisses[コライユキュイス]]|105|444|355|ファイター、ウォリアー(Lv93～)|20484
|[[メヒザフポレイン]]|110|458|367|ファイター、ウォリアー(Lv95～)|
|[Courage Boots[クラージュブーツ]]|110|457|365|ファイター、ウォリアー(Lv95～)|20807
|[Confidence Greaves[コンフィアンスグリーブ]]|115|473|379|ファイター、ウォリアー(Lv98～)|20812
|[Ambition Legs[アンビシオンレッグ]]|120|491|393|ファイター、ウォリアー(Lv100～)|20817
|[[精霊の重装脚]]|130|499|399|ファイター、ウォリアー(Lv100～)|24174
|[[炎王の重装脚]]|130|499|399|ファイター、ウォリアー(Lv100～)|24179
|[[白翼の重装脚]]|130|499|399|ファイター、ウォリアー(Lv100～)|24184
|[[黄金の重装脚]]|130|499|399|ファイター、ウォリアー(Lv100～)|24189
|[[黒砕の重装脚]]|135|506|405|ファイター、ウォリアー(Lv100～)|24194
|[[蛮勇のアサルトポレイン]]|140|554|443|ファイター、ウォリアー(Lv105～)|25251
