**Fighter Shield ITEM LIST   
||Name|Rank|P-ATK|M-ATK|LEVEL|ID|h
||CENTER:|CENTER:|CENTER:|CENTER:|c
|[White Sweetheart's Cookie Bouclier[白き恋人のクッキーブウクリエ]]|14|0|0|ファイター(Lv1～)|19571
|[Salvation Shield[サルヴェーションシールド]]|16|0|0|ファイター(Lv1～)|14035
|[Holy Night's Wreath Shield[聖夜のリースシールド]]|25|0|0|ファイター(Lv1～)|19570
|[Obsidian Shield[オブシディアンシールド]]|31|0|0|ファイター(Lv1～)|14040
|[Arisen's Repeller[アリズンズリペーラー]]|45|0|0|ファイター(Lv1～)|15703
|[Melty Shield[メルティ・シールド]]|45|0|0|ファイター(Lv1～)|16766
|[Sincere Shield[シンシアー・シールド]]|45|0|0|ファイター(Lv1～)|16767
|[Shield of Radiance[シールドオブラディアンス]]|60|0|0|ファイター(Lv1～)|15708
|[Survey Corps Shield[調査兵団の盾]]|5|0|0|ファイター(Lv1～)|19105
|[Blue Storm Mithril Shield[蒼嵐のミスリルシールド]]|80|0|0|ファイター(Lv1～)|19622
|[Shield of Vanguard[シールドオブバンガード]]|83|0|0|ファイター(Lv1～)|19623
|[Adamas Military Expedition Shield[征戦のアダマスシールド]]|90|0|0|ファイター(Lv1～)|19670
|[Shield of Agitator[シールドオブアジテイター]]|93|0|0|ファイター(Lv1～)|19671
|[Intellect's Weise Guard[識者のヴァイゼガード]]|102|0|0|ファイター(Lv1～)|19787
|[Shield of Kenntnis[シールドオブケントニス]]|105|0|0|ファイター(Lv1～)|19788
|[Skull Knight's Shield[髑髏の騎士の盾]]|105|20|0|ファイター(Lv1～)|21672
|[Honnête Shield of Purity[純真のオネットシールド]]|112|0|0|ファイター(Lv1～)|20145
|[Shield of Fedeltà[シールドオブフェデルタ]]|115|0|0|ファイター(Lv1～)|20146
|[Shield of Kraken[シールドオブクラーケン]]|130|0|0|ファイター(Lv1〜)|24976
|[[失われし大陸のローバーシールド]]|130|0|0|ファイター(Lv1〜)|
|[[凍てつきし氷晶のエルガーシールド]]|135|0|0|[[ファイター]](Lv1〜)|
|[Shield of Ice Age[シールドオブアイスエイジ]]|135|0|0|[[ファイター]](Lv1〜)|24978
|[Shield of Guardian[シールドオブガーディアン]]|140|0|0|[[ファイター]](Lv1〜)|25579
|[[城塞近衛兵の剛盾]]|145|0|0|[[ファイター]](Lv1〜)|25592

**Event/Special
|[Olfring Shell (Black)[オーフリングシェル【玄】]]||0|0|ファイター(Lv1～)|10246
|[Shield of Nemesis[シールドオブネメシス]]|6|0|0|ファイター(Lv1～)|10266
|[Olfring Shell (Blue)[オーフリングシェル【蒼】]]||0|0|ファイター(Lv1～)|10231
|[Olfring Shell (Earth)[オーフリングシェル【地】]]||0|0|ファイター(Lv1～)|10241
|[Marquis Shield[シールドオブマーキス]]||0|0|ファイター(Lv1～)|11516
|[Olfring Shell (Heaven)[オーフリングシェル【天】]]|10|0|0|ファイター(Lv1～)|10236
|┗[Ceremonial Shell (Heaven)[セレモニアルシェル【天】]]|22|0|0|ファイター(Lv1～)|13982
|　┗[[リチュアリィシェル【天】]]|35|0|0|ファイター(Lv1～)|13987
|　　┗[Olfring Shell+ (Heaven)[オーフリングシェル改【天】]]|50|0|0|ファイター(Lv1～)|16653
|　　　┗[Ceremonial Shell+ (Heaven)[セレモニアルシェル改【天】]]|65|0|0|ファイター(Lv1～)|16658
|[Olfring Shell (Sea)[オーフリングシェル【海】]]|40|0|0|ファイター(Lv1～)|19468
|[Olfring Shell (Forest)[オーフリングシェル【森】]]||0|0|ファイター(Lv1～)|19490
|[Supreme Olfring Shell (Star)[オーフリングシェル【星】]]||0|0|ファイター(Lv1～)|21747
|[Olfring Shell (Terra Preta)[オーフリングシェル【涅】]]|40|0|0|ファイター(Lv1～)|19471
|[Black Venom Shield[ブラックヴェノムシールド]]|45|0|0|ファイター(Lv1～)|18520
|[Olfring Shell (Radiance)[オーフリングシェル【輝】]]|80|0|0|ファイター(Lv1～)|19469
|[Olfring Shell (Iron)[オーフリングシェル【鉄】]]|96|0|0|ファイター(Lv1～)|21751

**Rusted
|[There]]|are|no|rust|shields(Lv420～)|
