**{NAME HERE} ITEM LIST   
||Name|Rank|P-DEF|M-DEF|LEVEL|ID|h
||CENTER:|CENTER:|CENTER:|CENTER:|c
|[Chaos Mask[ケイオスマスク]]|12|215|344|全ジョブ(Lv1～)|21400
|[Flying Dragon Circlet[飛竜のサークレット]]|45|280|449|全ジョブ(Lv72～)|13038
|[Finnegan's Mask[フィネガンズマスク]]|75|331|530|全ジョブ(Lv80～)|14872
|[Greedy Mask[グリーディマスク]]|75|346|553|全ジョブ(Lv80～)|14877
|[Helm of the First King[初代王の兜]]|90|385|617|全ジョブ(Lv80～)|19236

**Chest
|[Supply Vest[サプライベスト]]|1|18|16|全ジョブ(Lv1～)|5171
|[Hiker's Vest[ハイカーベスト]]|1|19|17|全ジョブ(Lv1～)|8100
|[Emblem Belt[エンブレムベルト]]|1|20|18|全ジョブ(Lv1～)|9584
|[Traveler's Vest[トラベラーズベスト]]|1|23|20|全ジョブ(Lv1～)|491
|[[ラフィネビジュー]]|1|0|0|全ジョブ(Lv1～)|21012
|[Common Silhouette Vest[コモンシルエットベスト]]|2|29|25|全ジョブ(Lv6～)|9589
|[Light Sleeves[ライトスリーブ]]|2|32|28|全ジョブ(Lv7～)|9594
|[Tied Belt[タイドベルト]]|2|35|31|全ジョブ(Lv8～)|9599
|[Leader's Vest[リーダーベスト]]|3|51|45|全ジョブ(Lv11～)|492
|[Trooper's Vest[トルーパーベスト]]|3|44|39|全ジョブ(Lv12～)|9604
|[Compass Wrap[四法の巻布]]|3|47|42|全ジョブ(Lv13～)|9609
|[Raider's Vest[レイダースベスト]]|4|57|51|全ジョブ(Lv16～)|5634
|[Flowing Sleeves[フロウイングスリーブ]]|4|61|54|全ジョブ(Lv17～)|9614
|[Vigor Binder[ビガーバインダー]]|4|64|57|全ジョブ(Lv18～)|9619
|[Lestanian Vest[レスタニアンベスト]]|5|71|63|全ジョブ(Lv21～)|9624
|[Officer's Sleeves[オフィサースリーブ]]|5|75|66|全ジョブ(Lv22～)|9629
|[General's Vest[ジェネラルベスト]]|5|78|70|全ジョブ(Lv23～)|957
|[Passion Pareo[情熱のパレオ]]|6|90|80|全ジョブ(Lv26～)|2568
|[Power Tracer[パワートレイサー]]|6|93|83|全ジョブ(Lv27～)|3590
|[Monarch's Vest[モナークベスト]]|7|109|97|全ジョブ(Lv31～)|9634
|[Freya Plate[フレアプレート]]|7|114|101|全ジョブ(Lv32～)/女性専用|5635
|[Justice Holder[ジャスティスホルダー]]|7|118|104|全ジョブ(Lv33～)|9639
|[Silver Silk Pareo[白銀のシルクパレオ]]|8|131|116|全ジョブ(Lv36～)|959
|[Red Griffin Skin[レッドグリフスキン]]|8|135|120|全ジョブ(Lv37～)|958
|[Berserker[ベルセルカ]]|9|167|148|全ジョブ(Lv41～)/女性専用|8523
|[Dawn Drape[暁のドレープ]]|9|176|157|全ジョブ(Lv42～)|9644
|[Dire Plume[ダイアプルーム]]|10|227|202|全ジョブ(Lv46～)|5641
|[Sunny Pareo[サニーパレオ]]|12|340|302|全ジョブ(Lv55～)|13043
|[Cursed Armor[カースドアーマー]]|12|388|344|全ジョブ(Lv1～)|21397
|[[プレアードローブ]]|12|349|310|全ジョブ(Lv1～)|24609
|[Red Dragon Scale Coat[赤竜のスケイルコート]]|45|505|449|全ジョブ(Lv72～)|13048
|[Finnegan's Breastplate[フィネガンズブレスト]]|75|596|530|全ジョブ(Lv80～)|14988
|[Greedy Breastplate[グリーディブレスト]]|75|622|553|全ジョブ(Lv80～)|14993
|[Torso of the First King[初代王の胴]]|90|693|616|全ジョブ(Lv80～)|19241

**Arm
|[Two Hands[トゥーハンズ]]|1|12|10|全ジョブ(Lv1～)|497
|[Recipe: ラフィネアーム[ラフィネアーム]]|1|0|0|全ジョブ(Lv1～)|21022
|[Combat Hands[コンバットハンズ]]|2|19|16|全ジョブ(Lv6～)|5179
|[Mighty Gloves[マイティグラブ]]|2|21|18|全ジョブ(Lv7～)|5650
|[Knight's Gloves[ナイツグローブ]]|3|27|23|全ジョブ(Lv11～)|5651
|[Chrome Knuckles[クロムナックル]]|3|29|24|全ジョブ(Lv12～)|5652
|[Master Hands[マスターハンズ]]|4|38|32|全ジョブ(Lv16～)|972
|[Titan's Gloves[タイタンズグラブ]]|4|40|34|全ジョブ(Lv17～)|973
|[Greed Gloves[グリードグラブ]]|5|47|39|全ジョブ(Lv21～)|9649
|[Grand Hands[グランドハンズ]]|6|60|50|全ジョブ(Lv26～)|9654
|[Loneliness Gloves[ロンリネスグラブ]]|7|73|61|全ジョブ(Lv31～)|9659
|[Shiny Hands[シャイニーハンズ]]|8|87|72|全ジョブ(Lv36～)|9664
|[Rising Gloves[レイジンググラブ]]|9|111|93|全ジョブ(Lv41～)|9669
|[Ornament Arms[オーナメントアーム]]|12|227|189|全ジョブ(Lv55～)|13053
|[Cursed Arms[カースドアーム]]|12|258|215|全ジョブ(Lv1～)|21398
|[Chaos Gloves[ケイオスグローブ]]|12|258|215|全ジョブ(Lv1～)|21402
|[Admire Hands[アドマイアハンズ]]|45|336|280|全ジョブ(Lv72～)|13058
|[Finnegan's Hands[フィネガンズハンズ]]|75|397|331|全ジョブ(Lv80～)|15198
|[Greedy Hands[グリーディハンズ]]|75|415|346|全ジョブ(Lv80～)|15203
|[Gauntlets of the First King[初代王の篭手]]|90|463|385|全ジョブ(Lv80～)|19246

**Leg
|[Supply Bottoms[サプライボトム]]|1|10|8|全ジョブ(Lv1～)|493
|[Trapezoid Boots[トラペゾイドブーツ]]|1|10|8|全ジョブ(Lv1～)|494
|[[ラフィネレッグス]]|1|0|0|全ジョブ(Lv1～)|21032
|[Combat Bottoms[コンバットボトム]]|2|16|12|全ジョブ(Lv6～)|963
|[Leather High Boots[レザーハイブーツ]]|2|18|14|全ジョブ(Lv7～)|495
|[Foppish Legs[フォピッシュレッグス]]|2|19|15|全ジョブ(Lv8～)|964
|[Folded Boots[フォルドブーツ]]|3|23|18|全ジョブ(Lv11～)|965
|[Victory High Boots[ビクトリーハイブーツ]]|3|24|19|全ジョブ(Lv12～)|8528
|[Over-Knee Boots[オーバーニー]]|3|26|21|全ジョブ(Lv13～)|962
|[Lively Bottoms[ライブリーボトム]]|4|32|25|全ジョブ(Lv16～)|961
|[Purity Legs[ピュリティレッグス]]|4|34|27|全ジョブ(Lv17～)|9679
|[Highland Boots[ハイラインブーツ]]|4|35|28|全ジョブ(Lv18～)|9684
|[High-Grade Bottoms[ハイグレードボトム]]|5|39|31|全ジョブ(Lv21～)|9689
|[Walker Boots[ワーカーブーツ]]|5|41|33|全ジョブ(Lv22～)|9694
|[Artisan's Boots[アルチザンブーツ]]|6|50|40|全ジョブ(Lv26～)|9699
|[Smart Line Boots[スマートラインブーツ]]|6|52|41|全ジョブ(Lv27～)|9704
|[Maiden's Petticoat[メイデンペティコート]]|6|54|43|全ジョブ(Lv28～)/女性専用|966
|[Dignity Boots[ディグニティブーツ]]|7|61|48|全ジョブ(Lv31～)|9709
|[Goddess Petticoat[ゴッデスペティコート]]|7|63|50|全ジョブ(Lv32～)/女性専用|9714
|[Cathedral Bottoms[カテドラルボトム]]|7|72|58|全ジョブ(Lv36～)|9719
|[Black Leather Over-Knee Boots[黒革のオーバーニー]]|8|75|60|全ジョブ(Lv37～)|968
|[Line of Elegance[ラインオブエレガンス]]|9|93|75|全ジョブ(Lv41～)|9724
|[Maker's Gray Bottoms[メイカーズグレイスボトム]]|10|126|101|全ジョブ(Lv46～)|9729
|[Finest Boots[ファイネストブーツ]]|11|152|122|全ジョブ(Lv51～)|9734
|[Artisan's Boots[アーティザンブーツ]]|12|189|151|全ジョブ(Lv55～)|13063
|[Chaos Legs[ケイオスレッグス]]|12|215|172|全ジョブ(Lv1～)|21403
|[Foreign Waistguard[異境の腰巻]]|45|280|224|全ジョブ(Lv72～)|13068
|[Finnegan's Boots[フィネガンズブーツ]]|75|331|265|全ジョブ(Lv80～)|15359
|[Greedy Boots[グリーディブーツ]]|75|346|276|全ジョブ(Lv80～)|15364
|[Armor of the First King[初代王の具足]]|90|385|308|全ジョブ(Lv80～)|19251
