bft,DDON_01010004/nativePC/rom/launcher/ui/l_uGUITitle/etc/browser/fontjpn00.bft,00000000: 0000 1420	... 
bjt,DDON_01010004/nativePC/rom/Human/obj/pl/pl000000/param/etc/bake_event_high.bjt,00000000: 0300 0000	....
btb,DDON_01010004/nativePC/rom/EM/EM010100/obj/em/em010100/params/collisionBit.btb,00000000: 0200 0000	....
caip,DDON_01010004/nativePC/rom/EM/EM010100/obj/catchparam/em_goblin_s.caip,00000000: 0d00 0000	....
ccp,DDON_01010004/nativePC/rom/craft_common/craft/craf_cap.ccp,00000000: 0200 0000	....
cda,DDON_01010004/nativePC/rom/game_common/etc/calcDamageAdjAtDm.cda,00000000: 0100 0000	....
cdarate,DDON_01010004/nativePC/rom/game_common/etc/calcDamageAtdmAdjRate.cdarate,00000000: 0100 0000	....
cdl,DDON_01010004/nativePC/rom/game_common/etc/calcDamageAdjLv.cdl,00000000: 1100 0000	....
cdl_pawn,DDON_01010004/nativePC/rom/game_common/obj/pl/pl000000/param/etc/dmLvPawnAdj.cdl_pawn,00000000: 0100 0000	....
cdrr,DDON_01010004/nativePC/rom/game_common/param/caughtdamageratereftbl.cdrr,00000000: 0100 0000	....
cdrt,DDON_01010004/nativePC/rom/game_common/param/caughtdamageratetbl.cdrt,00000000: 0100 0000	....
cecp,DDON_01010004/nativePC/rom/character_edit_select/ui/05_edit/camera_param.cecp,00000000: 0400 0000	....
cee,DDON_01010004/nativePC/rom/craft_common/craft/craft_color_exp.cee,00000000: 0100 0000	....
chant,DDON_01010004/nativePC/rom/EM/EM011003/obj/hmem/magic_chant/job04.chant,00000000: 1100 0000	....
cip,DDON_01010004/nativePC/rom/EM/EM010500/obj/catchparam/em010500.cip,00000000: 1100 0000	....
ckb,
ckc,DDON_01010004/nativePC/rom/craft_common/craft/craftskill_cost.ckc,00000000: 0200 0000	....
ckg,
cks,DDON_01010004/nativePC/rom/craft_common/craft/craftskill_spd.cks,00000000: 0300 0000	....
ckst,
col,DDON_01010004/nativePC/rom/EM/EM010100/obj/em/em010100/collision/em010100.col,00000000: 434f 4c00	COL.
cpe,DDON_01010004/nativePC/rom/EM/EM010100/obj/em/em010100/params/em010100.cpe,00000000: 6370 6500	cpe.
cpl,DDON_01010004/nativePC/rom/camera/camera/cam/cmn_act.cpl,00000000: 5846 5300	XFS.
cqa,
cqi,DDON_01010004/nativePC/rom/game_common/ui/00_param/cycle_quest/cycle_quest_info.cqi,00000000: 4351 4900	CQI.
cql,DDON_01010004/nativePC/rom/camera/camera/cam_quake.cql,00000000: 5846 5300	XFS.
cqr,DDON_01010004/nativePC/rom/game_common/craft/craft_quality.cqr,00000000: 0100 0000	....
cqw,
crs,DDON_01010004/nativePC/rom/EM/EM011000/obj/hmem/region/hmem_child_region.crs,00000000: 3200 0000	2...
csd,DDON_01010004/nativePC/rom/skill/custom_skill_data_01/ui/00_param/skill_ability/costom_skill_data_01.csd,00000000: 0100 0000	....
csl,DDON_01010004/nativePC/rom/game_common/param/shl_limit.csl,00000000: 0100 0000	....
ctc,DDON_01010004/nativePC/rom/EM/EM015000/obj/em/em015000/model/em015000.ctc,00000000: 4354 4300	CTC.
cuex,DDON_01010004/nativePC/rom/craft_common/craft/craft_upgrade_exp.cuex,00000000: 0100 0000	....
dgm,DDON_01010004/nativePC/rom/ui/uGUIDogmaOrb/ui/00_param/orb_devote/dgmorbres_pawn_1_br1.dgm,00000000: 0100 0000	....
dja,DDON_01010004/nativePC/rom/game_common/obj/pl/pl000000/param/etc/dmJobAdj.dja,00000000: 0700 0000	....
dja_pawn,DDON_01010004/nativePC/rom/game_common/obj/pl/pl000000/param/etc/dmJobPawnAdj.dja_pawn,00000000: 0200 0000	....
dme,DDON_01010004/nativePC/rom/EM/EM010100/obj/em/em010100/model/em010100.dme,00000000: 444d 4500	DME.
dmt,DDON_01010004/nativePC/rom/armor/aa200000_00/obj/aa/aa200000/model/aa200000_00.dmt,00000000: 444d 5400	DMT.
dtt,DDON_01010004/nativePC/rom/EM/EM010100/obj/em/em010100/params/em010100.dtt,00000000: 0200 0000	....
dvw,DDON_01010004/nativePC/rom/game_common/etc/dmWeightParam.dvw,00000000: 0100 0000	....
dwm,DDON_01010004/nativePC/rom/armor/ab210000_00/obj/ab/ab210000/model/ab210000_00.dwm,00000000: 4457 4d00	DWM.
e2d,DDON_01010004/nativePC/rom/effect_common/effect/rtt/cm/e_cm000_00.e2d,00000000: 4532 4400	E2D.
ean,DDON_01010004/nativePC/rom/character_edit_select/effect/tex/cm/t_cm00_00.ean,00000000: 4541 4e00	EAN.
ebi_sv,DDON_01010004/nativePC/rom/em_common/obj/em/emParams/emBaseInfo.ebi_sv,00000000: 0300 0000	....
ect,DDON_01010004/nativePC/rom/ui/gui_cmn/ui/02_clan/emblemColorTable.ect,00000000: 0300 0000	....
edt,DDON_01010004/nativePC/rom/character_edit/obj/pl/pl000000/edit/preset/body/body_0000_00.edt,00000000: 4544 5400	EDT.
edt_color_def,DDON_01010004/nativePC/rom/character_edit_common/obj/pl/pl000000/edit/palette/common/color_hair.edt_color_def,00000000: 2200 0000	"...
edt_mod_pal,DDON_01010004/nativePC/rom/character_edit_common/obj/pl/pl000000/edit/palette/np/npc_beard.edt_mod_pal,00000000: 2200 0000	"...
edt_muscle,DDON_01010004/nativePC/rom/character_edit_common/obj/pl/pl000000/edit/preset/body/human_f_muscle.edt_muscle,00000000: 0001 0000	....
edt_pset_pal,DDON_01010004/nativePC/rom/character_edit_common/obj/pl/pl000000/edit/palette/common/preset_eye.edt_pset_pal,00000000: 2200 0000	"...
edt_tex_pal,DDON_01010004/nativePC/rom/character_edit_common/obj/pl/pl000000/edit/palette/common/eyebrow.edt_tex_pal,00000000: 2200 0000	"...
edt_voice_pal,DDON_01010004/nativePC/rom/character_edit_common/obj/pl/pl000000/edit/palette/common/hm_f.edt_voice_pal,00000000: 2200 0000	"...
edv,DDON_01010004/nativePC/rom/em_common/obj/em/emParams/emDamageDirInfo.edv,00000000: 0200 0000	....
eef,DDON_01010004/nativePC/rom/EM/EM010105/obj/em/em010105/params/em010105.eef,00000000: 5442 4c00	TBL.
efl,DDON_01010004/nativePC/rom/character_edit_select/effect/efl/ui/l_ui001_00.efl,00000000: 4546 4c00	EFL.
efs,DDON_01010004/nativePC/rom/stage/pd002/pd002_00/effect/efs/st/r_st0406_00.efs,00000000: 4546 5300	EFS.
ele,DDON_01010004/nativePC/rom/EM/EM010100/obj/em/em010100/params/em010100.ele,00000000: 0301 0000	....
eli,DDON_01010004/nativePC/rom/effect_common/effect/vfxlightinf.eli,00000000: 0300 0000	....
em_scr_adj,DDON_01010004/nativePC/rom/em_common/obj/em/emParams/em.em_scr_adj,00000000: 0400 0000	....
ema,DDON_01010004/nativePC/rom/EM/EM010100/obj/em/em010100/params/em010100.ema,00000000: 0401 0000	....
emg,DDON_01010004/nativePC/rom/game_common/param/enemy_group.emg,00000000: 0100 0000	....
eoc,DDON_01010004/nativePC/rom/EM/EM010100/obj/em/em010100/params/em010100.eoc,00000000: 0100 0000	....
epi,DDON_01010004/nativePC/rom/character_edit_common/obj/pl/pl000000/param/etc/equip_parts.epi,00000000: 4550 4900	EPI.
epp,DDON_01010004/nativePC/rom/character_edit/obj/pl/pl000000/edit/palette/common/pl_equipPresetPalette.epp,00000000: 2200 0000	"...
epv,DDON_01010004/nativePC/rom/character_edit_select/effect/epv/ui/p_ui001.epv,00000000: 6570 7600	epv.
equip_preset,DDON_01010004/nativePC/rom/character_edit/obj/pl/pl000000/edit/preset/equip/coordinate01.equip_preset,00000000: 0700 0000	....
equr,DDON_01010004/nativePC/rom/sounsound_common/sounset/eq/snd_int_eq_list.equr,00000000: 4551 5552	EQUR
era,DDON_01010004/nativePC/rom/EM/EM010100/obj/em/em010100/params/em010100_at00.era,00000000: 0600 0000	....
esa,DDON_01010004/nativePC/rom/EM/EM015000/obj/em/emStatus_rage/EM_CYCLOPS_phy.esa,00000000: 0100 0000	....
esh,DDON_01010004/nativePC/rom/EM/EM011150/obj/em/em011150/params/em011150.esh,00000000: 0401 0000	....
esl,DDON_01010004/nativePC/rom/EM/EM010300/obj/em/em010300/params/em010300.esl,00000000: 0101 0000	....
esn,DDON_01010004/nativePC/rom/EM/EM010300/obj/em/em010300/params/em010300.esn,00000000: 0501 0000	....
esp,DDON_01010004/nativePC/rom/character_edit_select/scr/ce/edit_stage.esp,00000000: 6573 7000	esp.
est,DDON_01010004/nativePC/rom/EM/EM010100/obj/em/em010100/params/em010100.est,00000000: 0900 0000	....
evl,DDON_01010004/nativePC/rom/em_common/obj/em/emParams/evaluation.evl,00000000: 0400 0000	....
evp,DDON_01010004/nativePC/rom/base/event/event_list.evp,00000000: 0900 0000	....
ewk,DDON_01010004/nativePC/rom/EM/EM010300/obj/em/em010300/params/em010300.ewk,00000000: 0101 0000	....
exp,
f2p,DDON_01010004/nativePC/rom/game_common/pw/pw_info.f2p,00000000: 0200 0000	....
fat_adjust,DDON_01010004/nativePC/rom/character_edit_common/obj/pl/pl000000/edit/preset/body/custom.fat_adjust,00000000: 0400 0000	....
fbik_human2,DDON_01010004/nativePC/rom/em_common/obj/em/emParams/em2leg.fbik_human2,00000000: 5846 5300	XFS.
fedt_jntpreset,DDON_01010004/nativePC/rom/character_edit/obj/pl/pl000000/edit/preset/face/eye0.fedt_jntpreset,00000000: 0001 0000	....
fmd,DDON_01010004/nativePC/rom/ui/gui_cmn/scr/st0100/etc/st0100.fmd,00000000: 666d 6400	fmd.
fsm,DDON_01010004/nativePC/rom/event/st0100/st0100ev010/event/st0100/ev010/fsm/n0008.fsm,00000000: 5846 5300	XFS.
gat,DDON_01010004/nativePC/rom/game_common/param/gathering_item.gat,00000000: 0100 0000	....
gfd,DDON_01010004/nativePC/rom/browser_font_win/ui/00_font/ddo_font_jpn_win.gfd,00000000: 4746 4400	GFD.
gii,DDON_01010004/nativePC/rom/launcher/ui/l_gui_cmn/ui/00_font/ddobtn.gii,00000000: 4749 4900	GII.
gmd,DDON_01010004/nativePC/rom/character_edit_select/ui/00_message/ui/character_edit_dialog_win.gmd,00000000: 474d 4400	GMD.
gmp,DDON_01010004/nativePC/rom/ui/02_map/map/field000/field000_m00/ui/02_map/map/field000/field000_m00.gmp,00000000: 474d 5000	GMP.
gpl,DDON_01010004/nativePC/rom/stage/pd000/pd000_00/scr/ppd000/etc/pd000_00_s.gpl,00000000: 6770 6c00	gpl.
grs,DDON_01010004/nativePC/rom/stage/edit/character_edit_000/scr/lb/lb001/model/grass/lb001_00.grs,00000000: 4752 5300	GRS.
grw,DDON_01010004/nativePC/rom/game_common/effect/grw/g_cm00_00.grw,00000000: 4752 5700	GRW.
gui,DDON_01010004/nativePC/rom/launcher/ui/l_uGUICapLogo/ui/05_title/caplogo.gui,00000000: 4755 4900	GUI.
head_ctrl,DDON_01010004/nativePC/rom/EM/EM010100/obj/em/em010100/ik/em010100.head_ctrl,00000000: 0100 0000	....
hmcs,DDON_01010004/nativePC/rom/game_common/param/hmem/customlist.hmcs,00000000: 0300 0000	....
hmeparam,DDON_01010004/nativePC/rom/EM/EM011000/obj/hmem/em011000/params/em011000.hmeparam,00000000: 0900 0000	....
hmeq,DDON_01010004/nativePC/rom/game_common/param/hmem/equiplist.hmeq,00000000: 0300 0000	....
hmpre,DDON_01010004/nativePC/rom/game_common/param/hmem/preset.hmpre,00000000: 0700 0000	....
ik,DDON_01010004/nativePC/rom/em_common/obj/em/emParams/em2leg_l_arm.ik,00000000: 5846 5300	XFS.
ikctrl,DDON_01010004/nativePC/rom/EM/EM010100/obj/em/em010100/ik/em010100.ikctrl,00000000: 0200 0000	....
ipa,DDON_01010004/nativePC/rom/base/etc/itemlist.ipa,00000000: 6970 6100	ipa.
ir_adj,DDON_01010004/nativePC/rom/em_common/obj/em/emParams/ocdIrAdj.ir_adj,00000000: 0100 0000	....
jex2,DDON_01010004/nativePC/rom/EM/EM010205/obj/em/em010204/model/em010204.jex2,00000000: 0300 0000	....
jlt2,DDON_01010004/nativePC/rom/base/obj/pl/pl000000/param/jobleveluptbl/job01.jlt2,00000000: 0100 0000	....
jmc,DDON_01010004/nativePC/rom/game_common/etc/jobMasterCtrl.jmc,00000000: 0001 0000	....
jmp,DDON_01010004/nativePC/rom/Human/obj/pl/pl000000/param/jump/commonjmpparam.jmp,00000000: 0100 0000	....
jnt_info,DDON_01010004/nativePC/rom/EM/EM010100/obj/em/em010100/params/em010100_jnt.jnt_info,00000000: 0301 0000	....
jnt_order,DDON_01010004/nativePC/rom/EM/EM010100/obj/em/em010100/params/em010100.jnt_order,00000000: 0300 0000	....
jobbase,DDON_01010004/nativePC/rom/base/obj/pl/pl000000/param/jobleveluptbl/base.jobbase,00000000: 0601 0000	....
jtq,DDON_01010004/nativePC/rom/game_common/quest/jobTutorialQuestList.jtq,00000000: 4a54 5100	JTQ.
kcp,DDON_01010004/nativePC/rom/keycustom/key_preset00/keycustom/key_common_preset00.kcp,00000000: 0b00 0000	....
lcd,DDON_01010004/nativePC/rom/stage/st0100/st0100/scr/st0100/etc/st0100.lcd,00000000: 6c63 6400	lcd.
lcm,DDON_01010004/nativePC/rom/event/st0100/st0100ev055/event/st0100/ev055/list/camera/camera.lcm,00000000: 4c43 4d00	LCM.
lcp,DDON_01010004/nativePC/rom/camera/param/em_large_camera.lcp,00000000: 0300 0000	....
ldp,DDON_01010004/nativePC/rom/ui/gui_cmn/ui/00_param/LdParam.ldp,00000000: 5846 5300	XFS.
leg_ctrl,DDON_01010004/nativePC/rom/EM/EM010100/obj/em/em010100/ik/em010100.leg_ctrl,00000000: 0c00 0000	....
lmt,DDON_01010004/nativePC/rom/character_edit_select/obj/pl/pl000000/edit/motion/character_edit.lmt,00000000: 4c4d 5400	LMT.
lop,DDON_01010004/nativePC/rom/base/param/preset.lop,00000000: 0500 0000	....
lot,DDON_01010004/nativePC/rom/stage/pd000/pd000_00/scr/ppd000/etc/pd000_00m00n_s04.lot,00000000: 6c6f 7400	lot.
lrc,DDON_01010004/nativePC/rom/lng_jpn/lng/lng_jpn.lrc,00000000: 0100 0000	....
lup,DDON_01010004/nativePC/rom/EM/EM010100/obj/em/EmLvUp/s_phy_b_ma_c.lup,00000000: 0600 0000	....
mcw,DDON_01010004/nativePC/rom/job06/obj/pl/pl000000/param/chantcommanmagicword.mcw,00000000: 0100 0000	....
mgcc,DDON_01010004/nativePC/rom/job06/obj/pl/pl000000/param/chantcommanchantcommand.mgcc,00000000: 1b00 0000	....
mod,DDON_01010004/nativePC/rom/armor/aa200000_00/obj/aa/aa200000/model/aa200000_00.mod,00000000: 4d4f 4400	MOD.
mot_filter,DDON_01010004/nativePC/rom/Human/obj/pl/pl000000/param/etc/motion_filter.mot_filter,00000000: 0200 0000	....
motparam,DDON_01010004/nativePC/rom/character_edit_select/obj/pl/pl000000/edit/motion/character_edit.motparam,00000000: 1500 0000	....
mrl,DDON_01010004/nativePC/rom/armor/aa200000_00/obj/aa/aa200000/model/aa200000_00.mrl,00000000: 4d52 4c00	MRL.
mser,DDON_01010004/nativePC/rom/EM/EM010100/sounse/em/em010100/em010100.mser,00000000: 5846 5300	XFS.
mss,DDON_01010004/nativePC/rom/event/st0100/st0100ev010/ui/00_message/event/st0100/ev010.mss,00000000: 6d67 7374	mgst
nav,DDON_01010004/nativePC/rom/stage/pd000/pd000_00/scr/ppd000/etc/pd000_00_nav.nav,00000000: 4e41 5600	NAV.
nci,DDON_01010004/nativePC/rom/npc/npc_common/etc/npc/npcConstItem.nci,00000000: 0200 0000	....
ncs,DDON_01010004/nativePC/rom/npc/npc_common/obj/npc/npccustom.ncs,00000000: 0500 0000	....
ndp,DDON_01010004/nativePC/rom/game_common/param/named_param.ndp,00000000: 0500 0000	....
ned,DDON_01010004/nativePC/rom/event/st0201/st0201ev010/obj/np/np400000/edit/n0002_00.ned,00000000: 4e45 4400	NED.
nll,DDON_01010004/nativePC/rom/game_common/etc/npc/npc.nll,00000000: 6e6c 6c00	nll.
nmp,DDON_01010004/nativePC/rom/npc/npc_common/etc/npc/NpcMeetingPlace.nmp,00000000: 0000 0000	....
nms,DDON_01010004/nativePC/rom/game_common/etc/npc/NPCMotSet.nms,00000000: 6e6d 7300	nms.
nsd,DDON_01010004/nativePC/rom/skill/normal_skill_data_01/ui/00_param/skill_ability/normal_skill_data_01.nsd,00000000: 0500 0000	....
oIp,DDON_01010004/nativePC/rom/EM/EM010100/obj/em/em010100/params/em010100.oIp,00000000: 1200 0000	....
occ,DDON_01010004/nativePC/rom/stage/st0200/st0200/scr/lb/lb000/etc/lb000_occ00_0.occ,00000000: 4f43 4300	OCC.
oce,DDON_01010004/nativePC/rom/stage/st0200/st0200/scr/lb/lb000/etc/lb000_occ00.oce,00000000: 5846 5300	XFS.
olp,DDON_01010004/nativePC/rom/effect_common/param/outline.olp,00000000: 5846 5300	XFS.
omp,DDON_01010004/nativePC/rom/base/obj/om/pmparam.omp,00000000: 5442 4c00	TBL.
opp,DDON_01010004/nativePC/rom/game_common/etc/ocdPriority.opp,00000000: 1200 0000	....
osp,DDON_01010004/nativePC/rom/EM/EM010100/obj/em/em010100/params/em010100_status.osp,00000000: 1200 0000	....
paa,DDON_01010004/nativePC/rom/pawn/pw/pwact_tbl.paa,00000000: 3400 0000	4...
pam,DDON_01010004/nativePC/rom/game_common/pw/talk_m.pam,00000000: 0600 0000	....
pao,DDON_01010004/nativePC/rom/game_common/pw/pw_odr.pao,00000000: 0d00 0000	....
pas,DDON_01010004/nativePC/rom/pawn/pw/pw_act_sw_00.pas,00000000: 0500 0000	....
paw,DDON_01010004/nativePC/rom/game_common/pw/talk_w.paw,00000000: 0300 0000	....
pen,DDON_01010004/nativePC/rom/EM/EM010100/obj/em/emParams/thinkLeg2.pen,00000000: 7065 6e00	pen.
pep,DDON_01010004/nativePC/rom/EM/EM010100/obj/em/em010100/params/em010100.pep,00000000: 0c00 0000	....
phs,DDON_01010004/nativePC/rom/game_common/param/prologue_status.phs,00000000: 0000 0000	....
plt,DDON_01010004/nativePC/rom/stage/st0100/st0100_00/scr/st0100/etc/st0100_ma000.plt,00000000: 706c 7400	plt.
prs,DDON_01010004/nativePC/rom/EM/EM010100/obj/em/em010100/params/em010100.prs,00000000: 3200 0000	2...
psi,DDON_01010004/nativePC/rom/character_edit_common/obj/pl/pl000000/param/etc/pl_parts.psi,00000000: 5053 4900	PSI.
ptc,
ptk,DDON_01010004/nativePC/rom/pawn/pw/priothk.ptk,00000000: 2800 0000	(...
push_rate,DDON_01010004/nativePC/rom/collision_common/etc/collision/fix.push_rate,00000000: 0001 0000	....
qhd,DDON_01010004/nativePC/rom/ui/history/history_data_001/ui/00_param/history/quest_history_001.qhd,00000000: 0100 0000	....
qmi,DDON_01010004/nativePC/rom/marker/st0000_marker/scr/st0000/etc/st0000_marker_ect.qmi,00000000: 514d 4900	QMI.
qsq,DDON_01010004/nativePC/rom/game_common/quest/QuestSequence.qsq,00000000: 0001 0000	....
qst,DDON_01010004/nativePC/rom/quest/q00000001/quest/00000001/q00000001_st0101.qst,00000000: 5846 5300	XFS.
qtd,DDON_01010004/nativePC/rom/quest/q00000001/ui/00_param/quest_text/q00000001_00.qtd,00000000: 5154 4400	QTD.
rag,DDON_01010004/nativePC/rom/EM/EM015000/obj/em/em015000/params/em015000.rag,00000000: 0101 0000	....
rbd,DDON_01010004/nativePC/rom/om/om502030/obj/om/om502030/etc/om502030_br.rbd,00000000: 5242 4400	RBD.
rcp,
repgmdlist,DDON_01010004/nativePC/rom/ui/gui_cmn/ui/00_param/same_letter_list.repgmdlist,00000000: 0100 0000	....
revr,DDON_01010004/nativePC/rom/sounsound_common/sounset/rv/snd_reverb_list.revr,00000000: 5245 5652	REVR
rsl,DDON_01010004/nativePC/rom/EM/EM010100/obj/em/em010100/params/em010100.rsl,00000000: 3200 0000	2...
rtex,DDON_01010004/nativePC/rom/armor/aa200000_00/scr/sky/DDCube0_CM.rtex,00000000: 5254 5800	RTX.
sal,DDON_01010004/nativePC/rom/marker/st0000_marker/scr/st0000/etc/st0000_adjoin.sal,00000000: 5341 4c00	SAL.
sar,DDON_01010004/nativePC/rom/stage/pd000/pd000_00/sounetc/pd000/pd000_m00.sar,00000000: 7361 7200	sar.
sbb,DDON_01010004/nativePC/rom/sounsound_game_common/sounstream/bgm/bgm_battle/sound_boss_bgm.sbb,00000000: 5342 4200	SBB.
sbc,DDON_01010004/nativePC/rom/game_common/obj/om/om522540/collision/om522540_h00.sbc,00000000: 5342 43ff	SBC.
sbkr,DDON_01010004/nativePC/rom/character_edit_select/sounse/iid_com/id_com.sbkr,00000000: 5342 4b52	SBKR
sbv,DDON_01010004/nativePC/rom/game_common/etc/shrinkBlowValue.sbv,00000000: 0200 0000	....
sca,DDON_01010004/nativePC/rom/stage/st0500/st0500/scr/st0500/etc/st0500.sca,00000000: 7363 6100	sca.
sce,DDON_01010004/nativePC/rom/stage/st0100/st0100_00/scr/st0100/etc/st0100_door_00.sce,00000000: 5846 5300	XFS.
sck,DDON_01010004/nativePC/rom/EM/EM010509/obj/em/em010509/params/em010509.sck,00000000: 0400 0000	....
scp,DDON_01010004/nativePC/rom/stage/pd000/pd000/scr/ppd000/etc/pd000.scp,00000000: 7363 7000	scp.
scsr,DDON_01010004/nativePC/rom/sounsound_common/sounset/cv/snd_int_cv_set.scsr,00000000: 5343 5352	SCSR
sdl,DDON_01010004/nativePC/rom/base/fade/fade_in.sdl,00000000: 5344 4c00	SDL.
sdsr,DDON_01010004/nativePC/rom/sounsound_common/sounset/cv/snd_int_di_set.sdsr,00000000: 5344 5352	SDSR
sdt,DDON_01010004/nativePC/rom/Human/obj/pl/pl000000/param/stamina/common.sdt,00000000: 7364 7400	sdt.
sg_tbl,DDON_01010004/nativePC/rom/base/obj/pl/pl000000/param/etc/ability_gain_table.sg_tbl,00000000: 0101 0000	....
shake_ctrl,DDON_01010004/nativePC/rom/EM/EM010100/obj/em/em010100/ik/em010100_damage.shake_ctrl,00000000: 0f00 0000	....
shi,DDON_01010004/nativePC/rom/sounsound_battle_common/sounse/game/hit/em_hit_large.shi,00000000: 5348 4900	SHI.
shl,DDON_01010004/nativePC/rom/base/param/common.shl,00000000: 5846 5300	XFS.
sja,DDON_01010004/nativePC/rom/stage/st0100/st0100/scr/st0100/etc/st0100.sja,00000000: 736a 6100	sja.
sky,DDON_01010004/nativePC/rom/stage/edit/character_edit_000/scr/sky/st_all_sky_F.sky,00000000: 534b 5920	SKY 
slm,DDON_01010004/nativePC/rom/game_common/param/shl_limit.slm,00000000: 0200 0000	....
slt,DDON_01010004/nativePC/rom/base/scr/stage_list.slt,00000000: 736c 7400	slt.
smc,DDON_01010004/nativePC/rom/npc/n0001/ui/00_message/npc/base/n0001.smc,00000000: 534d 4300	SMC.
smp,DDON_01010004/nativePC/rom/ui/gui_cmn/param/stage_map.smp,00000000: 0100 0000	....
sms,DDON_01010004/nativePC/rom/sounsound_common/sounset/submix/snd_submixer_set.sms,00000000: 5846 5300	XFS.
smxr,DDON_01010004/nativePC/rom/sounsound_common/sounset/submix/smx/mix000_ini.smxr,00000000: 534d 5852	SMXR
sn2,DDON_01010004/nativePC/rom/EM/EM010100/obj/em/em010100/params/em0101.sn2,00000000: 534e 5232	SNR2
sot,DDON_01010004/nativePC/rom/sounsound_common/sounset/option.sot,00000000: 0100 0000	....
spg_tbl,DDON_01010004/nativePC/rom/sg300000/etc/goods_dogma01.spg_tbl,00000000: 5442 4c00	TBL.
spl,DDON_01010004/nativePC/rom/character_edit_select/sounetc/voice_pitch.spl,00000000: 0100 0000	....
spo,DDON_01010004/nativePC/rom/sounsound_game_common/sounse/hm/hm_offset.spo,00000000: 0200 0000	....
sri,DDON_01010004/nativePC/rom/EM/EM010103/obj/em/em010103/params/em010103.sri,00000000: 0900 0000	....
srqr,DDON_01010004/nativePC/rom/character_edit_select/sounse/iid_edit/id_edit.srqr,00000000: 5352 5152	SRQR
ssqr,DDON_01010004/nativePC/rom/stage/pd002/pd002_00/sounse/st/pd002/seq/pd002_leaf_bird.ssqr,00000000: 5846 5300	XFS.
sta,DDON_01010004/nativePC/rom/ui/gui_cmn/scr/st0100/etc/st0100.sta,00000000: 0000 0000	....
stc,DDON_01010004/nativePC/rom/stage/edit/character_edit_000/scr/sky/ddstar.stc,00000000: 5354 4152	STAR
sti,DDON_01010004/nativePC/rom/stage/st0100/st0100/scr/st0100/etc/st0100.sti,00000000: 7374 6900	sti.
