edt_voice_pal,DDON_02030004/nativePC/rom/character_edit_common/obj/pl/pl000000/edit/palette/common/hm_f.edt_voice_pal,00000000: 2200 0000	"...
edv,DDON_02030004/nativePC/rom/em_common/obj/em/emParams/emDamageDirInfo.edv,00000000: 0200 0000	....
eef,DDON_02030004/nativePC/rom/EM/EM010105/obj/em/em010105/params/em010105.eef,00000000: 5442 4c00	TBL.
efl,DDON_02030004/nativePC/rom/character_edit_select/effect/efl/ui/l_ui001_00.efl,00000000: 4546 4c00	EFL.
efs,DDON_02030004/nativePC/rom/job06_cs11/effect/efs/cm/r_cm000_10.efs,00000000: 4546 5300	EFS.
ele,DDON_02030004/nativePC/rom/EM/EM010100/obj/em/em010100/params/em010100.ele,00000000: 0301 0000	....
eli,DDON_02030004/nativePC/rom/effect_common/effect/vfxlightinf.eli,00000000: 0300 0000	....
em_scr_adj,DDON_02030004/nativePC/rom/em_common/obj/em/emParams/em.em_scr_adj,00000000: 0400 0000	....
ema,DDON_02030004/nativePC/rom/EM/EM010100/obj/em/em010100/params/em010100.ema,00000000: 0401 0000	....
emg,DDON_02030004/nativePC/rom/game_common/param/enemy_group.emg,00000000: 0100 0000	....
eoc,DDON_02030004/nativePC/rom/EM/EM010100/obj/em/em010100/params/em010100.eoc,00000000: 0100 0000	....
epi,DDON_02030004/nativePC/rom/character_edit_common/obj/pl/pl000000/param/etc/equip_parts.epi,00000000: 4550 4900	EPI.
epp,DDON_02030004/nativePC/rom/character_edit/obj/pl/pl000000/edit/palette/common/pl_equipPresetPalette.epp,00000000: 2200 0000	"...
epv,DDON_02030004/nativePC/rom/character_edit_select/effect/epv/ui/p_ui001.epv,00000000: 6570 7600	epv.
equip_preset,DDON_02030004/nativePC/rom/character_edit/obj/pl/pl000000/edit/preset/equip/coordinate01.equip_preset,00000000: 0700 0000	....
equr,DDON_02030004/nativePC/rom/sounsound_common/sounset/eq/snd_int_eq_list.equr,00000000: 4551 5552	EQUR
era,DDON_02030004/nativePC/rom/EM/EM010100/obj/em/em010100/params/em010100_at00.era,00000000: 0600 0000	....
eroSmall_info,DDON_02030004/nativePC/rom/EM/EM010160/obj/em/em010160/params/em010160.eroSmall_info,00000000: 0400 0000	....
eroSuper_info,DDON_02030004/nativePC/rom/EM/EM015017/obj/em/em015017/params/em015017.eroSuper_info,00000000: 0400 0000	....
ero_addTime,DDON_02030004/nativePC/rom/em_common/obj/em/emParams/erosionShakeConvert.ero_addTime,00000000: 0100 0000	....
esa,DDON_02030004/nativePC/rom/EM/EM015000/obj/em/emStatus_rage/EM_CYCLOPS_phy.esa,00000000: 0100 0000	....
esh,DDON_02030004/nativePC/rom/EM/EM011150/obj/em/em011150/params/em011150.esh,00000000: 0401 0000	....
esl,DDON_02030004/nativePC/rom/EM/EM010300/obj/em/em010300/params/em010300.esl,00000000: 0101 0000	....
esn,DDON_02030004/nativePC/rom/EM/EM010211/obj/em/em010211/params/em010211.esn,00000000: 0501 0000	....
esp,DDON_02030004/nativePC/rom/character_edit_select/scr/ce/edit_stage.esp,00000000: 6573 7000	esp.
est,DDON_02030004/nativePC/rom/EM/EM010100/obj/em/em010100/params/em010100.est,00000000: 0900 0000	....
evl,DDON_02030004/nativePC/rom/em_common/obj/em/emParams/evaluation.evl,00000000: 0400 0000	....
evp,DDON_02030004/nativePC/rom/base/event/event_list.evp,00000000: 1200 0000	....
ewk,DDON_02030004/nativePC/rom/EM/EM010211/obj/em/em010211/params/em010211.ewk,00000000: 0201 0000	....
ewp,DDON_02030004/nativePC/rom/EM/EM020403/obj/em/em020403/params/em020403.ewp,00000000: 0300 0000	....
exp,DDON_02030004/nativePC/rom/game_common/param/PlayerExpTable.exp,00000000: 0200 0000	....
f2p,DDON_02030004/nativePC/rom/game_common/pw/pw_info.f2p,00000000: 0200 0000	....
faa,DDON_02030004/nativePC/rom/FieldArea/FieldArea001_marker/etc/FieldArea/FieldArea001_adjoin.faa,00000000: 4641 4100	FAA.
fal,DDON_02030004/nativePC/rom/game_common/etc/FieldArea/field_area_list.fal,00000000: 4641 6c00	FAl.
fat_adjust,DDON_02030004/nativePC/rom/character_edit_common/obj/pl/pl000000/edit/preset/body/custom.fat_adjust,00000000: 0400 0000	....
fbik_human2,DDON_02030004/nativePC/rom/em_common/obj/em/emParams/em2leg.fbik_human2,00000000: 5846 5300	XFS.
fedt_jntpreset,DDON_02030004/nativePC/rom/character_edit/obj/pl/pl000000/edit/preset/face/eye0.fedt_jntpreset,00000000: 0001 0000	....
fmd,DDON_02030004/nativePC/rom/scr/lm/landMarkField01/scr/lm/landMarkField01.fmd,00000000: 666d 6400	fmd.
fmi,DDON_02030004/nativePC/rom/FieldArea/FieldArea001_marker/etc/FieldArea/FieldArea001_marker_ect.fmi,00000000: 464d 4900	FMI.
fnd,DDON_02030004/nativePC/rom/MyRoom/scr/st0211/etc/st0211.fnd,00000000: 0400 0000	....
fng,DDON_02030004/nativePC/rom/MyRoom/param/furniture_group.fng,00000000: 0100 0000	....
fni,DDON_02030004/nativePC/rom/MyRoom/param/furniture_item.fni,00000000: 0100 0000	....
fnl,DDON_02030004/nativePC/rom/MyRoom/param/furniture_layout.fnl,00000000: 0100 0000	....
fsm,DDON_02030004/nativePC/rom/event/st0100/st0100ev010/event/st0100/ev010/fsm/n0008.fsm,00000000: 5846 5300	XFS.
gat,DDON_02030004/nativePC/rom/game_common/param/gathering_item.gat,00000000: 0100 0000	....
gfd,DDON_02030004/nativePC/rom/browser_font_win/ui/00_font/ddo_font_jpn_win.gfd,00000000: 4746 4400	GFD.
gii,DDON_02030004/nativePC/rom/launcher/ui/l_gui_cmn/ui/00_font/ddobtn.gii,00000000: 4749 4900	GII.
gmd,DDON_02030004/nativePC/rom/character_edit_select/ui/00_message/ui/character_edit_dialog_win.gmd,00000000: 474d 4400	GMD.
gmp,DDON_02030004/nativePC/rom/ui/02_map/map/field000/field000_m00/ui/02_map/map/field000/field000_m00.gmp,00000000: 474d 5000	GMP.
gpl,DDON_02030004/nativePC/rom/stage/st0100/st0100/scr/st0100/etc/st0100_e.gpl,00000000: 6770 6c00	gpl.
grs,DDON_02030004/nativePC/rom/stage/edit/character_edit_000/scr/lb/lb001/model/grass/lb001_00.grs,00000000: 4752 5300	GRS.
grw,DDON_02030004/nativePC/rom/EM/EM020601/effect/grw/g_cm00_02.grw,00000000: 4752 5700	GRW.
gui,DDON_02030004/nativePC/rom/event/st0110/st0110ev000/ui/04_event/event_title.gui,00000000: 4755 4900	GUI.
head_ctrl,DDON_02030004/nativePC/rom/EM/EM010100/obj/em/em010100/ik/em010100.head_ctrl,00000000: 0100 0000	....
hmcs,DDON_02030004/nativePC/rom/game_common/param/hmem/customlist.hmcs,00000000: 0300 0000	....
hmeparam,DDON_02030004/nativePC/rom/EM/EM011000/obj/hmem/em011000/params/em011000.hmeparam,00000000: 0a00 0000	....
hmeq,DDON_02030004/nativePC/rom/game_common/param/hmem/equiplist.hmeq,00000000: 0300 0000	....
hmpre,DDON_02030004/nativePC/rom/game_common/param/hmem/preset.hmpre,00000000: 0700 0000	....
ik,DDON_02030004/nativePC/rom/em_common/obj/em/emParams/em2leg_l_arm.ik,00000000: 5846 5300	XFS.
ikctrl,DDON_02030004/nativePC/rom/EM/EM010100/obj/em/em010100/ik/em010100.ikctrl,00000000: 0200 0000	....
ipa,DDON_02030004/nativePC/rom/base/etc/itemlist.ipa,00000000: 6970 6100	ipa.
ir_adj,DDON_02030004/nativePC/rom/em_common/obj/em/emParams/ocdIrAdj.ir_adj,00000000: 0100 0000	....
ir_adj_pl,DDON_02030004/nativePC/rom/em_common/obj/em/emParams/ocdIrAdjPl.ir_adj_pl,00000000: 0100 0000	....
jex2,DDON_02030004/nativePC/rom/EM/EM010205/obj/em/em010204/model/em010204.jex2,00000000: 0300 0000	....
jlt2,DDON_02030004/nativePC/rom/base/obj/pl/pl000000/param/jobleveluptbl/job01.jlt2,00000000: 0100 0000	....
jmc,DDON_02030004/nativePC/rom/game_common/etc/jobMasterCtrl.jmc,00000000: 0001 0000	....
jmp,DDON_02030004/nativePC/rom/Human/obj/pl/pl000000/param/jump/commonjmpparam.jmp,00000000: 0300 0000	....
jnt_info,DDON_02030004/nativePC/rom/EM/EM010100/obj/em/em010100/params/em010100_jnt.jnt_info,00000000: 0301 0000	....
jnt_order,DDON_02030004/nativePC/rom/EM/EM010100/obj/em/em010100/params/em010100.jnt_order,00000000: 0300 0000	....
jobbase,DDON_02030004/nativePC/rom/base/obj/pl/pl000000/param/jobleveluptbl/base.jobbase,00000000: 0701 0000	....
jtq,DDON_02030004/nativePC/rom/game_common/quest/jobTutorialQuestList.jtq,00000000: 4a54 5100	JTQ.
kcp,DDON_02030004/nativePC/rom/keycustom/key_custom/keycustom/key_custom_preset00.kcp,00000000: 1500 0000	....
kctt,DDON_02030004/nativePC/rom/ui/uGUIKeyConfig/ui/00_param/KeyConfigTextTable.kctt,00000000: 0100 0000	....
lae,DDON_02030004/nativePC/rom/EM/EM022000/obj/em/em022000/le/em022000.lae,00000000: 6c61 6500	lae.
lai,DDON_02030004/nativePC/rom/game_common/scr/land_list.lai,00000000: 4c41 4900	LAI.
lcd,DDON_02030004/nativePC/rom/stage/st0100/st0100/scr/st0100/etc/st0100.lcd,00000000: 6c63 6400	lcd.
lcm,DDON_02030004/nativePC/rom/event/st0100/st0100ev055/event/st0100/ev055/list/camera/camera.lcm,00000000: 4c43 4d00	LCM.
lcp,DDON_02030004/nativePC/rom/camera/param/em_large_camera.lcp,00000000: 0300 0000	....
ldp,DDON_02030004/nativePC/rom/ui/gui_cmn/ui/00_param/LdParam.ldp,00000000: 5846 5300	XFS.
leg_ctrl,DDON_02030004/nativePC/rom/EM/EM010100/obj/em/em010100/ik/em010100.leg_ctrl,00000000: 0c00 0000	....
lmt,DDON_02030004/nativePC/rom/character_edit_select/obj/pl/pl000000/edit/motion/character_edit.lmt,00000000: 4c4d 5400	LMT.
lop,DDON_02030004/nativePC/rom/base/param/preset.lop,00000000: 0500 0000	....
lot,DDON_02030004/nativePC/rom/stage/pd000/pd000_00/scr/ppd000/etc/pd000_00m00n_s04.lot,00000000: 6c6f 7400	lot.
lrc,DDON_02030004/nativePC/rom/lng_jpn/lng/lng_jpn.lrc,00000000: 0100 0000	....
lup,DDON_02030004/nativePC/rom/EM/EM010100/obj/em/EmLvUp/s_phy_b_ma_c.lup,00000000: 0700 0000	....
mcw,DDON_02030004/nativePC/rom/job06/obj/pl/pl000000/param/chantcommanmagicword.mcw,00000000: 0100 0000	....
mgcc,DDON_02030004/nativePC/rom/job06/obj/pl/pl000000/param/chantcommanchantcommand.mgcc,00000000: 1b00 0000	....
mod,DDON_02030004/nativePC/rom/armor/aa200000_00/obj/aa/aa200000/model/aa200000_00.mod,00000000: 4d4f 4400	MOD.
mot_filter,DDON_02030004/nativePC/rom/Human/obj/pl/pl000000/param/etc/motion_filter.mot_filter,00000000: 0200 0000	....
motparam,DDON_02030004/nativePC/rom/character_edit_select/obj/pl/pl000000/edit/motion/character_edit.motparam,00000000: 1500 0000	....
mra,DDON_02030004/nativePC/rom/MyRoom/etc/npc/myRoomAct.mra,00000000: 0e00 0000	....
mrl,DDON_02030004/nativePC/rom/armor/aa200000_00/obj/aa/aa200000/model/aa200000_00.mrl,00000000: 4d52 4c00	MRL.
msd,DDON_02030004/nativePC/rom/scr/msst0200/scr/msst0200.msd,00000000: 6d73 6400	msd.
mser,DDON_02030004/nativePC/rom/EM/EM010100/sounse/em/em010100/em010100.mser,00000000: 5846 5300	XFS.
msl,DDON_02030004/nativePC/rom/ui/gui_cmn/scr/msmapSpotStageList.msl,00000000: 6d73 6c00	msl.
mss,DDON_02030004/nativePC/rom/clankyoten/ui/00_message/pawn/clan/ppm001.mss,00000000: 6d67 7374	mgst
nav,DDON_02030004/nativePC/rom/stage/pd000/pd000_00/scr/ppd000/etc/pd000_00_nav.nav,00000000: 4e41 5600	NAV.
nci,DDON_02030004/nativePC/rom/npc/npc_common/etc/npc/npcConstItem.nci,00000000: 0200 0000	....
ncs,DDON_02030004/nativePC/rom/npc/npc_common/obj/npc/npccustom.ncs,00000000: 0500 0000	....
ndp,DDON_02030004/nativePC/rom/game_common/param/named_param.ndp,00000000: 0500 0000	....
ned,DDON_02030004/nativePC/rom/event/st0100/st0100ev105/obj/np/np400000/edit/n0020_00.ned,00000000: 4e45 4400	NED.
nem,DDON_02030004/nativePC/rom/MyRoom/etc/npc/NPCEmoMyRoom.nem,00000000: 6e65 6d00	nem.
nll,DDON_02030004/nativePC/rom/npc/npc_common/etc/npc/npc.nll,00000000: 6e6c 6c00	nll.
nmm,DDON_02030004/nativePC/rom/MyRoom/etc/npc/NPCMotMyRoom.nmm,00000000: 6e6d 6d00	nmm.
nmp,DDON_02030004/nativePC/rom/npc/npc_common/etc/npc/NpcMeetingPlace.nmp,00000000: 0000 0000	....
nms,DDON_02030004/nativePC/rom/game_common/etc/npc/NPCMotSet.nms,00000000: 6e6d 7300	nms.
nsd,DDON_02030004/nativePC/rom/skill/normal_skill_data_01/ui/00_param/skill_ability/normal_skill_data_01.nsd,00000000: 0500 0000	....
nsp,DDON_02030004/nativePC/rom/npc/npc_common/etc/npc/NPCIsNoSetPS3.nsp,00000000: 0100 0000	....
oIp,DDON_02030004/nativePC/rom/EM/EM010100/obj/em/em010100/params/em010100.oIp,00000000: 1700 0000	....
occ,DDON_02030004/nativePC/rom/stage/st0200/st0200/scr/lb/lb000/etc/lb000_occ00_0.occ,00000000: 4f43 4300	OCC.
oce,DDON_02030004/nativePC/rom/stage/st0200/st0200/scr/lb/lb000/etc/lb000_occ00.oce,00000000: 5846 5300	XFS.
olp,DDON_02030004/nativePC/rom/effect_common/param/outline.olp,00000000: 5846 5300	XFS.
omk,DDON_02030004/nativePC/rom/om/om_game_common/obj/om/omkey.omk,00000000: 5846 5300	XFS.
omp,DDON_02030004/nativePC/rom/base/obj/om/pmparam.omp,00000000: 5442 4c00	TBL.
opp,DDON_02030004/nativePC/rom/game_common/etc/ocdPriority.opp,00000000: 1700 0000	....
osp,DDON_02030004/nativePC/rom/EM/EM010100/obj/em/em010100/params/em010100_status.osp,00000000: 1700 0000	....
paa,DDON_02030004/nativePC/rom/pawn/pw/pwact_tbl.paa,00000000: 4400 0000	D...
pam,DDON_02030004/nativePC/rom/game_common/pw/talk_m.pam,00000000: 0600 0000	....
pao,DDON_02030004/nativePC/rom/game_common/pw/pw_odr.pao,00000000: 0f00 0000	....
pas,DDON_02030004/nativePC/rom/pawn/pw/pw_act_sw_00.pas,00000000: 0500 0000	....
paw,DDON_02030004/nativePC/rom/game_common/pw/talk_w.paw,00000000: 0400 0000	....
peg,DDON_02030004/nativePC/rom/MyRoom/etc/npc/EmoteGroup.peg,00000000: 7065 6700	peg.
pen,DDON_02030004/nativePC/rom/EM/EM010100/obj/em/emParams/thinkLeg2.pen,00000000: 7065 6e00	pen.
pep,DDON_02030004/nativePC/rom/EM/EM010100/obj/em/em010100/params/em010100.pep,00000000: 0f00 0000	....
phs,DDON_02030004/nativePC/rom/game_common/param/prologue_status.phs,00000000: 0000 0000	....
plt,DDON_02030004/nativePC/rom/stage/st0100/st0100_00/scr/st0100/etc/st0100_ma000.plt,00000000: 706c 7400	plt.
ppr,DDON_02030004/nativePC/rom/MyRoom/etc/npc/partnerReact.ppr,00000000: 0400 0000	....
ppt,DDON_02030004/nativePC/rom/MyRoom/etc/npc/PartnerPawnTalk.ppt,00000000: 7070 7400	ppt.
pqt,DDON_02030004/nativePC/rom/MyRoom/etc/npc/PawnQuestTalk.pqt,00000000: 5051 5400	PQT.
prs,DDON_02030004/nativePC/rom/EM/EM010100/obj/em/em010100/params/em010100.prs,00000000: 4100 0000	A...
psi,DDON_02030004/nativePC/rom/character_edit_common/obj/pl/pl000000/param/etc/pl_parts.psi,00000000: 5053 4900	PSI.
ptc,DDON_02030004/nativePC/rom/EM/EM010300/obj/em/em010300/params/em010300.ptc,00000000: 0001 0000	....
ptc,DDON_02030004/nativePC/rom/EM/EM010300/obj/em/em010300/params/em010300.ptc,00000000: 0001 0000	....
ptk,DDON_02030004/nativePC/rom/pawn/pw/priothk.ptk,00000000: 2f00 0000	/...
push_rate,DDON_02030004/nativePC/rom/collision_common/etc/collision/fix.push_rate,00000000: 0001 0000	....
qhd,DDON_02030004/nativePC/rom/ui/history/history_data_001/ui/00_param/history/quest_history_001.qhd,00000000: 0100 0000	....
qmi,DDON_02030004/nativePC/rom/marker/st0100_marker/scr/st0100/etc/st0100_marker_ect.qmi,00000000: 514d 4900	QMI.
qsq,DDON_02030004/nativePC/rom/game_common/quest/QuestSequence.qsq,00000000: 0001 0000	....
qst,DDON_02030004/nativePC/rom/quest/q00000001/quest/00000001/q00000001_st0101.qst,00000000: 5846 5300	XFS.
qtd,DDON_02030004/nativePC/rom/quest/q00000001/ui/00_param/quest_text/q00000001_00.qtd,00000000: 5154 4400	QTD.
rac,DDON_02030004/nativePC/rom/EM/EM010210/obj/em/em010210/params/em010210.rac,00000000: 0d00 0000	....
rag,DDON_02030004/nativePC/rom/EM/EM015000/obj/em/em015000/params/em015000.rag,00000000: 0101 0000	....
rbd,DDON_02030004/nativePC/rom/om/om502030/obj/om/om502030/etc/om502030_br.rbd,00000000: 5242 4400	RBD.
reg_ersion,DDON_02030004/nativePC/rom/EM/EM015012/obj/em/em015012/params/em015012.reg_ersion,00000000: 0600 0000	....
reg_info,DDON_02030004/nativePC/rom/EM/EM015012/obj/em/em015012/params/em015012.reg_info,00000000: 0200 0000	....
repgmdlist,DDON_02030004/nativePC/rom/ui/gui_cmn/ui/00_param/same_letter_list.repgmdlist,00000000: 0100 0000	....
revr,DDON_02030004/nativePC/rom/sounsound_common/sounset/rv/snd_reverb_list.revr,00000000: 5245 5652	REVR
rsl,DDON_02030004/nativePC/rom/EM/EM010100/obj/em/em010100/params/em010100.rsl,00000000: 4100 0000	A...
rtex,DDON_02030004/nativePC/rom/armor/aa200000_00/scr/sky/DDCube0_CM.rtex,00000000: 5254 5800	RTX.
rwr,DDON_02030004/nativePC/rom/MyRoom/etc/npc/roomwear.rwr,00000000: 0100 0000	....
sal,DDON_02030004/nativePC/rom/marker/st0100_marker/scr/st0100/etc/st0100_adjoin.sal,00000000: 5341 4c00	SAL.
sar,DDON_02030004/nativePC/rom/stage/pd000/pd000_00/sounetc/pd000/pd000_m00.sar,00000000: 7361 7200	sar.
sbb,DDON_02030004/nativePC/rom/sounsound_game_common/sounstream/bgm/bgm_battle/sound_boss_bgm.sbb,00000000: 5342 4200	SBB.
sbc,DDON_02030004/nativePC/rom/game_common/obj/om/om522540/collision/om522540_h00.sbc,00000000: 5342 43ff	SBC.
sbkr,DDON_02030004/nativePC/rom/character_edit_select/sounse/iid_com/id_com.sbkr,00000000: 5342 4b52	SBKR
sbv,DDON_02030004/nativePC/rom/game_common/etc/shrinkBlowValue.sbv,00000000: 0200 0000	....
