**{NAME HERE} ITEM LIST   
||Name|Rank|P-DEF|M-DEF|LEVEL|ID|h
||CENTER:|CENTER:|CENTER:|CENTER:|c
|[Fancy Dress: Imp's Headdress[仮装の頭飾 小悪魔]]|1|10|10|全ジョブ(Lv1～)|16728
|[Fancy Dress: Vampire's Hat[仮装の頭飾 バンパイア]]|1|10|10|全ジョブ(Lv1～)|16729
|[Fancy Dress: Witch's Hat[仮装の頭飾 魔法使い]]|1|10|10|全ジョブ(Lv1～)|16730
|[Mask of Beowulf[マスクオブベオウルフ]]|10|12|6|全ジョブ(Lv1～)|14882
|[Christmas Cap[クリスマスキャップ]]|1|10|10|全ジョブ(Lv1～)|16788
|[Reindeer's Coif[トナカイのコイフ]]|1|10|10|全ジョブ(Lv1～)|16789
|[Reindeer's Coif (White)[トナカイのコイフ【白】]]|1|10|10|全ジョブ(Lv1～)|16796
|[Silver Sol Helm[シルバーソルヘルム]]|70|174|278|ファイター、ハンター、シーカー、ウォリアー、スピリットランサー(Lv55～)|10913
|[Gold Luna Helm[ゴールドルナヘルム]]|70|174|278|プリースト、シールドセージ、ソーサラー、エレメントアーチャー、アルケミスト、ハイセプター(Lv55～)|10918
|[Magical Night Jack-o'-Helm[妖夜のジャック・オー・ヘルム]]|10|0|0|全ジョブ(Lv1～)|19500
|[Magical Night Witch Hat[妖夜のウィッチハット]]|10|0|0|全ジョブ(Lv1～)|20441
|[Magical Night Vampire Hat[妖夜のバンパイアハット]]|10|0|0|全ジョブ(Lv1～)|20440
|[Maestro Helm[マエストロヘルム]]|92|383|614|全ジョブ(Lv1～)|21294
|[Virtuoso Helm[ヴィルトゥオーソヘルム]]|95|400|639|全ジョブ(Lv1～)|21296
|[Papillon Ribbon (White)[パピヨンリボン【白】]]|75|351|562|全ジョブ(Lv1～)|21677
|[Papillon Ribbon (Black)[パピヨンリボン【黒】]]|75|351|562|全ジョブ(Lv1～)|21678
|[Papillon Ribbon (Peach)[パピヨンリボン【桃】]]|75|351|562|全ジョブ(Lv1～)|21679
|[Bunny Ribbon (White)[バニーリボン【白】]]|75|351|562|全ジョブ(Lv1～)|21680
|[Bunny Ribbon (Black)[バニーリボン【黒】]]|75|351|562|全ジョブ(Lv1～)|21681
|[Bunny Ribbon (Peach)[バニーリボン【桃】]]|75|351|562|全ジョブ(Lv1～)|21682
|[Bear's Cap (White)[ベアーズキャップ【白】]]|75|351|562|全ジョブ(Lv1～)|21683
|[Bear's Cap (Black)[ベアーズキャップ【黒】]]|75|351|562|全ジョブ(Lv1～)|21684
|[Bear's Cap (Brown)[ベアーズキャップ【茶】]]|75|351|562|全ジョブ(Lv1～)|21685
|[Midsummer Unique Sunglasses[真夏のユニークサングラス]]|7|0|0|全ジョブ(Lv1～)|20758
|[Reindeer's Ears (Brown)[トナカイの付け耳【茶】]]|1|10|10|全ジョブ(Lv1～)|23454
|[Reindeer's Ears (White)[トナカイの付け耳【白】]]|1|10|10|全ジョブ(Lv1～)|23455
|[Papillon Ribbon (Deep Red)[パピヨンリボン【紅】]]|1|0|0|全ジョブ(Lv1～)|24922
|[Bunny Ribbon (Deep Red)[バニーリボン【紅】]]|1|0|0|全ジョブ(Lv1～)|24923
|[Bear's Cap (Deep Red)[ベアーズキャップ【紅】]]|1|0|0|全ジョブ(Lv1～)|24924

**Chest
|[Nemesis Armor[ネメシスアーマー]]|6|61|54|全ジョブ(Lv1～)|10441
|[Enforcer's Sacred Armor (Crimson)[執行者の聖鎧【紅蓮】]]|12|87|127|全ジョブ(Lv1～)|10426
|[Rathalos Mail[レウスメイル]]|12|131|117|ファイター、ハンター、シーカー、ウォリアー、スピリットランサー(Lv30～)|10923
|[Rathian Mail[レイアメイル]]|12|131|117|プリースト、シールドセージ、ソーサラー、エレメントアーチャー、アルケミスト、ハイセプター(Lv30～)|10928
|[Marquis Armor[マーキスアーマー]]|11|87|77|全ジョブ(Lv1～)|13595
|[Invisible Coat[無形のコート]]|1|0|0|全ジョブ(Lv1～)|11750
|[Enforcer's Sacred Armor[執行者の聖鎧【月花】]]|25|427|379|全ジョブ(Lv55～)|10435
|[Enforcer's Sacred Armor (Dark)[執行者の聖鎧【闇夜】]]|40|489|435|全ジョブ(Lv60～)|10440
|[Duke Armor (Dark Night)[デュークアーマー【闇夜】]]|55|547|486|全ジョブ(Lv70～)|14998
|[Duke Armor (Moonflower)[デュークアーマー【月花】]]|70|614|546|全ジョブ(Lv75～)|15003
|[Silver Sol Mail[シルバーソルメイル]]|55|313|278|ファイター、ハンター、シーカー、ウォリアー、スピリットランサー(Lv55～)|10933
|[Gold Luna Mail[ゴールドルナメイル]]|55|313|278|プリースト、シールドセージ、ソーサラー、エレメントアーチャー、アルケミスト、ハイセプター(Lv55～)|10938
|[Black Venom Armor[ブラックヴェノムアーマー]]|50|489|435|全ジョブ(Lv1～)|18579
|[Boundless Tempest Armor[広漠のテンペストアーマー]]|80|630|560|全ジョブ(Lv1～)|19454
|[Boundless Tempest Padding[広漠のテンペストバデット]]|83|660|587|全ジョブ(Lv1～)|19459
|[Maestro Armor[マエストロアーマー]]|92|691|614|全ジョブ(Lv1～)|21112
|[Virtuoso Armor[ヴィルトゥオーソアーマー]]|95|719|639|全ジョブ(Lv1～)|21161
|[Crimson Leather Coat[クリムゾンレザーコート]]|106|811|721|全ジョブ(Lv90～)|20748
|[Lord Knight Leather Coat[ロードナイトレザーコート]]|108|818|728|全ジョブ(Lv90～)|21170
|[White Smoke Leather Coat[ホワイトスモークレザーコート]]|116|864|768|全ジョブ(Lv95～)|21095
|[Selenite Leather Coat[セレナイトレザーコート]]|118|875|777|全ジョブ(Lv95～)|21178
|[Santa's Robe Coat (Red)[サンタのローブコート【赤】]]|1|10|10|全ジョブ(Lv1～)|23452
|[Santa's Robe Coat (White)[サンタのローブコート【白】]]|1|10|10|全ジョブ(Lv1～)|23453
|[Survivor Leather Coat[サバイバルレザーコート]]|130|911|810|全ジョブ(Lv1～)|24700
|[Combat Leather Coat[コンバットレザーコート]]|130|917|815|全ジョブ(Lv1～)|25015
|[Dragon Breastplate (Decoration)[ドラグーンブレスト【飾】]]|1|0|0|全ジョブ(Lv1～)|16487

**Arm
|[Marquis Gloves[マーキスグローブ]]|11|58|48|全ジョブ(Lv1～)|13605
|[Rathalos Vambraces[レウスアーム]]|12|87|73|ファイター、ハンター、シーカー、ウォリアー(Lv30～)|10943
|[Rathian Vambraces[レイアアーム]]|12|87|73|プリースト、シールドセージ、ソーサラー、エレメントアーチャー、アルケミスト(Lv30～)|10948
|[Invisible Gloves[無形のグローブ]]|1|0|0|全ジョブ(Lv1～)|11752
|[Duke Gloves (Dark Night)[デュークグローブ【闇夜】]]|55|364|304|全ジョブ(Lv70～)|15208
|[Silver Sol Vambraces[シルバーソルアーム]]|70|209|174|ファイター、ハンター、シーカー、ウォリアー、スピリットランサー(Lv55～)|10953
|[Gold Luna Vambraces[ゴールドルナアーム]]|70|209|174|プリースト、シールドセージ、ソーサラー、エレメントアーチャー、アルケミスト(Lv55～)|10958
|[Boundless Tempest Gloves[広漠のテンペストグローブ]]|80|420|350|全ジョブ(Lv1～)|19456
|[Boundless Tempest Arms[広漠のテンペストアーム]]|83|440|367|全ジョブ(Lv1～)|19460
|[Maestro Gloves[マエストログローブ]]|92|460|383|全ジョブ(Lv1～)|21114
|[Virtuoso Gloves[ヴィルトゥオーソグローブ]]|95|480|400|全ジョブ(Lv1～)|21163
|[Winter Gloves (White)[ウィンターグローブ【白】]]|75|422|351|全ジョブ(Lv1～)|21698
|[Winter Gloves (Black)[ウィンターグローブ【黒】]]|75|422|351|全ジョブ(Lv1～)|21699
|[Winter Gloves (Brown)[ウィンターグローブ【茶】]]|75|422|351|全ジョブ(Lv1～)|21700
|[Dragoon Arms (Decoration)[ドラグーンアーム【飾】]]|1|0|0|全ジョブ(Lv1～)|16492
|[Winter Gloves (Deep Red)[ウィンターグローブ【紅】]]|1|0|0|全ジョブ(Lv1～)|24925

**Leg
|[Invisible Boots[無形のブーツ]]|1|0|0|全ジョブ(Lv1～)|11753
|[Nemesis Boots[ネメシスブーツ]]|6|34|27|全ジョブ(Lv1～)|10476
|[Enforcer's Boots (Crimson)[執行者のブーツ【紅蓮】]]|12|48|38|全ジョブ(Lv1～)|10461
|[Marquis Cuisses[マーキスキュイス]]|11|48|38|全ジョブ(Lv1～)|13610
|[Rathalos Greaves[レウスグリーヴ]]|12|73|58|ファイター、ハンター、シーカー、ウォリアー(Lv30～)|10963
|[Rathian Greaves[レイアグリーヴ]]|12|73|58|プリースト、シールドセージ、ソーサラー、エレメントアーチャー、アルケミスト(Lv30～)|10968
|[Enforcer's Boots (Moonflower)[執行者のブーツ【月花】]]|25|237|189|全ジョブ(Lv55～)|10470
|[Enforcer's Boots (Dark Night)[執行者のブーツ【闇夜】]]|40|272|217|全ジョブ(Lv60～)|10475
|[Duke Cuisses (Dark Night)[デュークキュイス【闇夜】]]|55|304|243|全ジョブ(Lv70～)|15369
|[Duke Cuisses (Moonflower)[デュークキュイス【月花】]]|70|341|273|全ジョブ(Lv75～)|15374
|[Silver Sol Greaves[シルバーソルグリーヴ]]|55|174|139|ファイター、ハンター、シーカー、ウォリアー、スピリットランサー(Lv55～)|10973
|[Gold Luna Greaves[ゴールドルナグリーヴ]]|55|174|139|プリースト、シールドセージ、ソーサラー、エレメントアーチャー、アルケミスト(Lv55～)|10978
|[Black Venom Boots[ブラックヴェノムブーツ]]|45|272|217|全ジョブ(Lv1～)|18584
|[Boundless Tempest Cuisses[広漠のテンペストキュイス]]|80|350|280|全ジョブ(Lv1～)|19457
|[Boundless Tempest Boots[広漠のテンペストブーツ]]|83|367|293|全ジョブ(Lv1～)|19461
|[Maestro Cuisses[マエストロキュイス]]|92|383|307|全ジョブ(Lv1～)|21115
|[Virtuoso Cuisses[ヴィルトゥオーソキュイス]]|95|400|320|全ジョブ(Lv1～)|21164
|[Winter Boots (White)[ウィンターブーツ【白】]]|75|351|281|全ジョブ(Lv1～)|21701
|[Winter Boots (Black)[ウィンターブーツ【黒】]]|75|351|281|全ジョブ(Lv1～)|21702
|[Winter Boots (Brown)[ウィンターブーツ【茶】]]|75|351|281|全ジョブ(Lv1～)|21703
|[Lord Knight Leather Boots[ロードナイトレザーブーツ]]|108|454|364|全ジョブ(Lv90～)|21172
|[White Smoke Leather Boots[ホワイトスモークレザーブーツ]]|116|480|384|全ジョブ(Lv95～)|21097
|[Selenite Leather Boots[セレナイトレザーブーツ]]|118|486|389|全ジョブ(Lv95～)|21180
|[Reindeer's Mouton Boots (Brown)[トナカイのムートンブーツ【茶】]]|1|10|10|全ジョブ(Lv1～)|23458
|[Reindeer's Mouton Boots (White)[トナカイのムートンブーツ【白】]]|1|10|10|全ジョブ(Lv1～)|23459
|[Survivor Leather Boots[サバイバルレザーブーツ]]|130|506|405|全ジョブ(Lv1～)|24701
|[Combat Leather Boots[コンバットレザーブーツ]]|130|509|407|全ジョブ(Lv1～)25016|
|[Dragoon Boots (Decoration)[ドラグーンブーツ【飾】]]|1|0|0|全ジョブ(Lv1～)|16496
|[Winter Boots (Deep Red)[ウィンターブーツ【紅】]]|1|0|0|全ジョブ(Lv1～)|24926

**Mantle
|[Rookie Arisen's High Muffler[新人覚者のハイマフラー]]||||全ジョブ(Lv1～)|11025
|[Rookie Arisen's Battle Cape[新人覚者のバトルケープ]]||||全ジョブ(Lv1～)|11020
|[Rookie Arisen's Light Cloak[新人覚者のライトクローク]]|1|12|12|全ジョブ(Lv1～)|11035
|[Rookie Arisen's Leather Mantle[新人覚者のレザーマント]]||||全ジョブ(Lv1～)|11030
|[Rookie Arisen's Tight Cloth[新人覚者のタイトクロス]]||||全ジョブ(Lv1～)|11040
|[Invisible Mantle[無形のマント]]|1|0|0|全ジョブ(Lv1～)|11755
|[Explorer's Night Cape[調査隊のナイトケープ]]||||全ジョブ(Lv1～)|13781
|[Explorer's Gryphus Mantle[調査隊のグリプスマント]]||||全ジョブ(Lv1～)|13771
|[Explorer's Alchemy Mantle[調査隊のアルケミーマント]]||||全ジョブ(Lv1～)|13766
|[Explorer's Travel Cloak[調査隊のトラベルクローク]]||||全ジョブ(Lv1～)|13761
|[Explorer's Feather Cloak[調査隊のフェザークローク]]||||全ジョブ(Lv1～)|13776
|[Mantle of Domination[制覇のマント]]|12|80|80|全ジョブ(Lv60～)|13510
|[Fancy Dress: Imp's Mantle[仮装のマント 小悪魔]]|1|10|10|全ジョブ(Lv1～)|16731
|[Fancy Dress: Vampire's Mantle[仮装のマント バンパイア]]|1|10|10|全ジョブ(Lv1～)|16732
|[Present Sack[プレゼントサック]]|1|10|10|全ジョブ(Lv1～)|16794
|[Present Sack (Supplied)[プレゼントサック【支給品】]]|1|5|5|全ジョブ(Lv1～)|16793
|[Christmas Mantle[クリスマスマント]]|1|10|10|全ジョブ(Lv1～)|16792
|[Mantle of Battle Supremacy[闘覇のマント]]|75|||全ジョブ(Lv80～)|18894
|[Magical Night Vampire Mantle[妖夜のバンパイアマント]]|10|0|0|全ジョブ(Lv1～)|20442
|[Maestro Mantle[マエストロマント]]|92|142|142|全ジョブ(Lv1～)|21295
|[Virtuoso Mantle[ヴィルトゥオーソマント]]|95|149|149|全ジョブ(Lv1～)|21297
|[Bunny Tail (White)[バニーテール【白】]]|75|135|135|全ジョブ(Lv1～)|21704
|[Bunny Tail (Black)[バニーテール【黒】]]|75|135|135|全ジョブ(Lv1～)|21705
|[Bunny Tail (White)[バニーテール【茶】]]|75|135|135|全ジョブ(Lv1～)|21706
|[Kitty Tail (Brown)[キティーテール【白】]]|75|135|135|全ジョブ(Lv1～)|21707
|[Kitty Tail (Black)[キティーテール【黒】]]|75|135|135|全ジョブ(Lv1～)|21708
|[Kitty Tail (Brown)[キティーテール【茶】]]|75|135|135|全ジョブ(Lv1～)|21709
|[Raccoon Tail (White)[ラクーンテール【白】]]|75|135|135|全ジョブ(Lv1～)|21710
|[Raccoon Tail (Black)[ラクーンテール【黒】]]|75|135|135|全ジョブ(Lv1～)|21711
|[Raccoon Tail (Brown)[ラクーンテール【茶】]]|75|135|135|全ジョブ(Lv1～)|21712
|[Bunny Tail (Deep Red)[バニーテール【紅】]]|1|0|0|全ジョブ(Lv1～)|24931
|[Kitty Tail (Deep Red)[キティーテール【紅】]]|1|0|0|全ジョブ(Lv1～)|24932
|[Raccoon Tail (Deep Red)[ラクーンテール【紅】]]|1|0|0|全ジョブ(Lv1～)|24933
