**{NAME HERE} ITEM LIST   
||Name|Rank|P-DEF|M-DEF|LEVEL|ID|h
||CENTER:|CENTER:|CENTER:|CENTER:|c
|[Knight Commander's Armor (Plain)[騎士団長の鎧【零】]]|45|409|409|全ジョブ(Lv1～)/男性専用|15620
|[Young Maiden's Battle Attire[乙女の戦装束]]|31|362|362|全ジョブ(Lv1～)/女性専用|13545
|[Young Maiden's Battle Attire (Dazzling)[乙女の戦装束【麗】]]|31|362|362|全ジョブ(Lv1～)/女性専用|13550
|[Prodigal Arisen's Clothes[放蕩覚者の服]]|31|362|362|全ジョブ(Lv1～)/男性専用|13535
|[Prodigal Arisen's Clothes (Dazzling)[放蕩覚者の服【麗】]]|31|362|362|全ジョブ(Lv1～)/男性専用|13540
|[Trickster Suit[トリックスタースーツ]]|31|555|555|全ジョブ(Lv40～)/男性専用|14173
|[Trickster Rubber[トリックスターラバー]]|31|555|555|全ジョブ(Lv40～)/女性専用|14178
|[Aurum Garment[オーラムガーメント]]|31|362|362|全ジョブ(Lv1～)/男性専用|16154
|└[Aurum Garment+[オーラムガーメント・改]]|110|2882|2882|全ジョブ(Lv1～)/男性専用|21785
|[Rose Evening Gown[薔薇の夜会服]]|31|362|362|全ジョブ(Lv1～)/女性専用|16159
|└[Rose Evening Gown+[薔薇の夜会服・改]]|110|2882|2882|全ジョブ(Lv1～)/女性専用|21786
|[Tomboy Arisen's Clothes (Refined)[おてんば覚者の服【雅】]]|16|288|288|全ジョブ(Lv1～)/女性専用|13525
|[Tomboy Arisen's Clothes (Plain)[おてんば覚者の服【零】]]|16|288|288|全ジョブ(Lv1～)/女性専用|13530
|[Apprentice Priest Robes (Refined)[神官見習いの服【雅】]]|16|288|288|全ジョブ(Lv1～)/男性専用|13515
|[Apprentice Priest Robes (Plain)[神官見習いの服【零】]]|16|288|288|全ジョブ(Lv1～)/男性専用|13520
|[Ancient Folk Maiden's Clothes (Refined)[古種族少女の服【雅】]]|12|218|218|全ジョブ(Lv1～)/女性専用|10594
|[Ancient Folk Maiden's Clothes (Plain)[古種族少女の服【零】]]|12|218|218|全ジョブ(Lv1～)/女性専用|10600
|[Ancient Folk Soldier's Armor (Refined)[古種族戦士の鎧【雅】]]|12|218|218|全ジョブ(Lv1～)/男性専用|10544
|[Ancient Folk Soldier's Armor (Plain)[古種族戦士の鎧【零】]]|12|218|218|全ジョブ(Lv1～)/男性専用|10550
|[Young Maiden's Battle Attire (Refined)[乙女の戦装束【雅】]]|10|218|218|全ジョブ(Lv1～)/女性専用|10584
|[Young Maiden's Battle Attire (Plain)[乙女の戦装束【零】]]|10|218|218|全ジョブ(Lv1～)/女性専用|10590
|[Prodigal Arisen's Clothes (Refined)[放蕩覚者の服【雅】]]|10|218|218|全ジョブ(Lv1～)/男性専用|10534
|[Prodigal Arisen's Clothes (Plain)[放蕩覚者の服【零】]]|10|218|218|全ジョブ(Lv1～)/男性専用|10540
|[Bathrobe of Relaxation (Elegant)[くつろぎのバスローブ【優美】]]|10|26|26|全ジョブ(Lv1～)/女性専用|13760
|[Bathrobe of Relaxation (Fine)[くつろぎのバスローブ【壮健】]]|10|26|26|全ジョブ(Lv1～)/男性専用|13759
|[Phantom Suit[ファントムスーツ]]|8|218|218|全ジョブ(Lv1～)/男性専用|14163
|Panther Rubber[[パンサーラバー]]|8|218|218|全ジョブ(Lv1～)/女性専用|14168
|[White Snow Towel (Elegant)[白雪のタオル【優美】]]|1|26|26|全ジョブ(Lv1～)/女性専用|15641
|[Cherry Blossom Towel (Elegant)[桜花のタオル【優美】]]|1|26|26|全ジョブ(Lv1～)/女性専用|15642
|[Pale Aqua Towel (Elegant)[薄水のタオル【優美】]]|1|26|26|全ジョブ(Lv1～)/女性専用|15643
|[Bluish Purple Towel (Elegant)[紫紺のタオル【優美】]]|1|26|26|全ジョブ(Lv1～)/女性専用|15644
|[Red Ochre Towel (Elegant)[真朱のタオル【優美】]]|1|26|26|全ジョブ(Lv1～)/女性専用|15645
|[Night Black Towel (Elegant)[夜闇のタオル【優美】]]|1|26|26|全ジョブ(Lv1～)/女性専用|15646
|[White Snow Towel (Fine)[白雪のタオル【壮健】]]|1|26|26|全ジョブ(Lv1～)/男性専用|15635
|[Cherry Blossom Towel (Fine)[桜花のタオル【壮健】]]|1|26|26|全ジョブ(Lv1～)/男性専用|15636
|[Pale Aqua Towel (Fine)[薄水のタオル【壮健】]]|1|26|26|全ジョブ(Lv1～)/男性専用|15637
|[Bluish Purple Towel (Fine)[紫紺のタオル【壮健】]]|1|26|26|全ジョブ(Lv1～)/男性専用|15638
|[Red Ochre Towel (Fine)[真朱のタオル【壮健】]]|1|26|26|全ジョブ(Lv1～)/男性専用|15639
|[Night Black Towel (Fine)[夜闇のタオル【壮健】]]|1|26|26|全ジョブ(Lv1～)/男性専用|15640
|[Ghosts 'n Goblins Arthur Equipment (Steel Armor)[魔界村アーサー装備【鋼の鎧】]]|80|2170|2170|全ジョブ(Lv1～)|19595
|[Ghosts 'n Goblins Arthur Equipment (Gold Armor)[魔界村アーサー装備【黄金の鎧】]]|80|2170|2170|全ジョブ(Lv1～)|19596
|[Ghosts 'n Goblins Princess Equipment[魔界村プリンセス装備]]|80|2150|2150|全ジョブ(Lv1～)|19597
|[Ghosts 'n Goblins Princess Equipment(Crimson)[魔界村プリンセス装備【真紅】]]|80|2150|2150|全ジョブ(Lv1～)|19598
|DDDA Aelinore Equipment[[DDDAエリノアなりきり装備]]|10|128|128|全ジョブ(Lv1～)|19451
|[DDDA Feste Equipment[DDDAフェステなりきり装備]]|10|128|128|全ジョブ(Lv1～)|19450
|[Aurora Bright Armor (Plain)[彩光のブライトアーマー【零】]]|86|2280|2280|全ジョブ(Lv80～)/女性専用|19514
|[Aurora Bright Armor (Dark)[彩光のブライトアーマー【闇】]]|86|2280|2280|全ジョブ(Lv80～)/女性専用|19616
|[Dawn Bright Armor (Plain)'[黎明のブライトアーマー【零】]]|88|2340|2340|全ジョブ(Lv80～)/女性専用|19614
|[Dawn Bright Armor (Dark)[黎明のブライトアーマー【闇】]]|88|2340|2340|全ジョブ(Lv80～)/女性専用|1951819518
|[Aurora Mirage Armor (Plain)[彩光のミラージュアーマー【零】]]|86|2280|2280|全ジョブ(Lv80～)/男性専用|19513
|[Aurora Mirage Armor (Dark)[彩光のミラージュアーマー【闇】]]|86|2280|2280|全ジョブ(Lv80～)/男性専用|19615
|[Dawn Mirage Armor (Plain)[黎明のミラージュアーマー【零】]]|88|2340|2340|全ジョブ(Lv80～)/男性専用|19613
|[Dawn Mirage Armor (Dark)[黎明のミラージュアーマー【闇】]]|88|2340|2340|全ジョブ(Lv80～)/男性専用|19517
|[Easy Sweat - Gray[イージースウェット・グレー]]|7|10|10|全ジョブ(Lv1～)|19601
|[Easy Sweat - Yellow[イージースウェット・イエロー]]|7|10|10|全ジョブ(Lv1～)|19602
|[Rabbit Wear - Pink[ラビットウェア・ピンク]]|7|10|10|全ジョブ(Lv1～)|19603
|[Rabbit Wear - Blue[ラビットウェア・ブルー]]|7|10|10|全ジョブ(Lv1～)|19604
|[Great Momonga Robe[グレート・モモンガ・ローブ]]|94|2492|2492|全ジョブ(Lv1～)/男性専用|21189
|└[Great Momonga Robe+[グレート・モモンガ・ローブ・改]]|115|2991|2992|全ジョブ(Lv1～)/男性専用|23537
|[Ruler of Death's Costume[死の支配者の装束]]|94|2470|2471|全ジョブ(Lv1～)/男性専用|21110
|[Albedo's Dress[アルベドのドレス]]|94|2492|2492|全ジョブ(Lv1～)/女性専用|21190
|└[Albedo's Dress+[アルベドのドレス・改]]|115|2991|2992|全ジョブ(Lv1～)/女性専用|23538
|[Merciful, Pure-White Devil's Costume[慈悲深き純白の悪魔の装束]]|94|2470|2471|全ジョブ(Lv1～)/女性専用|21111
|[Supreme Tomboy Arisen's Clothes (Origin)[おてんば覚者の服【源】]]|96|2492|2492|全ジョブ(Lv85～)/女性専用|21159
|[Supreme Apprentice Priest Robes (Bloom)[神官見習いの服【華】]]|96|2492|2492|全ジョブ(Lv85～)/男性専用|21158
|[Subaru's Jersey[スバルのジャージ]]|100|2647|2647|全ジョブ(Lv1～)/男性専用|21323
|[Rem's Maid Clothes[レムのメイド服]]|100|2647|2647|全ジョブ(Lv1～)/女性専用|21324
|[Ram's Maid Clothes[ラムのメイド服]]|100|2647|2647|全ジョブ(Lv1～)/女性専用|21325
|[Young Wise General's Battle Attire (Plain)[若き智将の戦装束【零】]]|102|2705|2705|全ジョブ(Lv1～)/男性専用|20743
|[Young Wise General's Battle Attire (Dark)[若き智将の戦装束【闇】]]|102|2705|2705|全ジョブ(Lv1～)/男性専用|20744
|[Crimson Fierce General's Battle Armor (Plain)[赤き猛将の戦鎧【零】]]|102|2705|2705|全ジョブ(Lv1～)/女性専用|20745
|[Crimson Fierce General's Battle Armor (Dark)[赤き猛将の戦鎧【闇】]]|102|2705|2705|全ジョブ(Lv1～)/女性専用|20746
|[Supreme Young Wise General's Battle Attire (Plain)[至高・若き智将の戦装束【零】]]|105|2801|2801|全ジョブ(Lv1～)/男性専用|21166
|[Supreme Young Wise General's Battle Attire (Dark)[至高・若き智将の戦装束【闇】]]|105|2801|2801|全ジョブ(Lv1～)/男性専用|21167
|[Supreme Crimson Fierce General's Battle Armor (Plain)[至高・赤き猛将の戦鎧【零】]]|105|2801|2801|全ジョブ(Lv1～)/女性専用|21168
|[Supreme Crimson Fierce General's Battle Armor (Dark)[至高・赤き猛将の戦鎧【闇】]]|105|2801|2801|全ジョブ(Lv1～)/女性専用|21169
|[Guts' Equipment[ガッツの装具]]|105|2777|2777|全ジョブ(Lv1～)|21673
|[Casca's Equipment[キャスカの装具]]|105|2777|2777|全ジョブ(Lv1～)|21676
|[Griffith's Equipment[グリフィスの装具]]|105|2777|2777|全ジョブ(Lv1～)|21674
|[Griffith's Equipment (White Falcon)[グリフィスの装具【白鷹】]]|108|677|677|全ジョブ(Lv1～)|21675
|[White Knights Male Armor (Origin)[白衛騎士団の男性甲冑【源】]]|112|2922|2922|全ジョブ(Lv1～)/男性専用|21087
|[White Knights Male Armor (Bloom)[白衛騎士団の男性甲冑【華】]]|112|2922|2922|全ジョブ(Lv1～)/男性専用|21092
|[White Knights Female Armor (Origin)[白衛騎士団の女性甲冑【源】]]|112|2922|2922|全ジョブ(Lv1～)/女性専用|21093
|[White Knights Female Armor (Bloom)[白衛騎士団の女性甲冑【華】]]|112|2922|2922|全ジョブ(Lv1～)/女性専用|21094
|[Supreme White Knights Male Armor (Origin)[至高・白衛騎士団の男性甲冑【源】]]|115|2980|2981|全ジョブ(Lv1～)/男性専用|21174
|[Supreme White Knights Male Armor (Bloom)[至高・白衛騎士団の男性甲冑【華】]]|115|2980|2981|全ジョブ(Lv1～)/男性専用|21175
|[Supreme White Knights Female Armor (Origin)[至高・白衛騎士団の女性甲冑【源】]]|115|2980|2981|全ジョブ(Lv1～)/女性専用|21176
|[Supreme White Knights Female Armor (Bloom)[至高・白衛騎士団の女性甲冑【華】]]|115|2980|2981|全ジョブ(Lv1～)/女性専用|21177
|[Ultramarine Hard Shell Armor[群青硬殻装甲]]|115|2980|2981|全ジョブ(Lv1～)/男性専用|23533
|[Bloodsucking Princess's Dress[吸血姫の礼装]]|115|2980|2981|全ジョブ(Lv1～)/女性専用|23534
|[Acre Selund Supreme General's Armor (Origin)[アッカーシェラン総大将の鎧【源】]]|130|3122|3123|全ジョブ(Lv1～)/男性専用|24694
|[Acre Selund Female Warrior's Armor (Origin)[アッカーシェラン女戦士の鎧【源】]]|130|3122|3123|全ジョブ(Lv1～)/女性専用|24695
|[Supreme Acre Selund Supreme General's Armor (Origin)[至高・アッカーシェラン総大将の鎧【源】]]|130|3145|3145|全ジョブ(Lv1～)/男性専用|25013
|[Supreme Acre Selund Female Warrior's Armor (Origin)[至高・アッカーシェラン女戦士の鎧【源】]]|130|3145|3145|全ジョブ(Lv1～)/女性専用|25014
|[Arisen of the Dark Continent (Origin)[暗黒大陸の覚者【源】]]|130|3145|3145|全ジョブ(Lv1～)|24698
|[Arisen of the Dark Continent (Gold)[暗黒大陸の覚者【金】]]|130|3145|3145|全ジョブ(Lv1～)|25020
|[Acre Selund Arisen's Garment (Origin)[アッカーシェラン覚者の衣装【源】]]|130|3145|3145|全ジョブ(Lv1～)/男性専用|24696
|[Phindym Arisen's Garment (Origin)[フィンダム覚者の衣装【源】]]|130|3145|3145|全ジョブ(Lv1～)/女性専用|24697
|[[守護者の祈祷装束【男性】]]|140|3478|3477|全ジョブ(Lv1～)/男性専用|25617
|[[守護者の祈祷装束【女性】]]|140|3478|3477|全ジョブ(Lv1～)/女性専用|25618
|[Rival Schools: Batsu Ichimonji C[ジャスティス学園 一文字伐C]]|1|0|0|全ジョブ(Lv1～)/男性専用|24872
|[Rival Schools: Batsu Ichimonji D[ジャスティス学園 一文字伐D]]|1|0|0|全ジョブ(Lv1～)/男性専用|24873
|[Rival Schools: Hinata Wakaba C[ジャスティス学園 若葉ひなたC]]|1|0|0|全ジョブ(Lv1～)/女性専用|24870
|[Rival Schools: Hinata Wakaba D[ジャスティス学園 若葉ひなたD]]|1|0|0|全ジョブ(Lv1～)/女性専用|24871
|[Easy Sweat - Pink[イージースウェット・ピンク]]|1|0|0|全ジョブ(Lv1～)|24884
|[Honeybee Wear[ミツバチウェア]]|1|0|0|全ジョブ(Lv1～)|24885
|[Ghosts 'n Goblins Princess Equipment (Pure White)[魔界村プリンセス装備【純白】]]|1|0|0|全ジョブ(Lv1～)|24874
|[Ghosts 'n Goblins Princess Equipment (Purple Dye)[魔界村プリンセス装備【紫染】]]|1|0|0|全ジョブ(Lv1～)|24875
|[Ghosts 'n Goblins Princess Equipment (Willow Dye)[魔界村プリンセス装備【柳染】]]|1|0|0|全ジョブ(Lv1～)|24876
|[Ghosts 'n Goblins Princess Equipment (Asiatic Dayflower)[魔界村プリンセス装備【露草】]]|1|0|0|全ジョブ(Lv1～)|24877
|[Ghosts 'n Goblins Princess Equipment (Jet Black)[魔界村プリンセス装備【漆黒】]]|1|0|0|全ジョブ(Lv1～)|24878
|[Ghosts 'n Goblins Arthur Equipment (Pink Armor)[魔界村アーサー装備【淡紅の鎧】]]|1|0|0|全ジョブ(Lv1～)|24879
|[Ghosts 'n Goblins Arthur Equipment (Crimson Armor)[魔界村アーサー装備【真紅の鎧】]]|1|0|0|全ジョブ(Lv1～)|24880
|[Ghosts 'n Goblins Arthur Equipment (Deep Blue Armor)[魔界村アーサー装備【深碧の鎧】]]|1|0|0|全ジョブ(Lv1～)|24881
|[Ghosts 'n Goblins Arthur Equipment (Iron-Navy Blue Armor)[魔界村アーサー装備【鉄紺の鎧】]]|1|0|0|全ジョブ(Lv1～)|24882
|[Ghosts 'n Goblins Arthur Equipment (Bone Color Armor)[魔界村アーサー装備【呂色の鎧】]]|1|0|0|全ジョブ(Lv1～)|24883
|[[城塞近衛兵の剛甲冑【男性】]]|145|3752|3753|全ジョブ(Lv1～)/男性専用|25619
|[[城塞近衛兵の剛甲冑【女性】]]|145|3752|3753|全ジョブ(Lv1～)/女性専用|25620
